"SiteID","Date","bap","Families"
"41.91111_-74.72444","2009-09-01",9,"Baetidae,Brachycentridae,Chironomidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Leuctridae,Perlidae,Perlodidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.91453_-74.83164","2014-08-06",8.49,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Helicopsychidae,Heptageniidae,Hydropsychidae,Leptohyphidae,Leptophlebiidae,Perlidae,Philopotamidae,Tipulidae"
"41.91528_-74.43417","2002-07-01",8.18,"Baetidae,Brachycentridae,Cambaridae,Chironomidae,Ephemerellidae,Heptageniidae,Leptophlebiidae,Leuctridae,Polycentropodidae,Rhyacophilidae,Tipulidae"
"41.91808_-74.67069","2014-08-05",8.04,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Gomphidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Tipulidae"
"41.92065_-74.5748","2010-09-22",8.85,"Baetidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Leptophlebiidae,Perlidae,Perlodidae,Philopotamidae,Rhyacophilidae,Tipulidae"
"41.92441_-74.87637","2015-08-26",9.18,"Ancylidae,Athericidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Leptohyphidae,Pelecypoda,Perlidae,Perlodidae,Tipulidae"
"41.9255_-75.27505","2014-08-07",7.62,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Odontoceridae,OLIGOCHAETA,Perlidae,Psephenidae"
"41.93028_-74.91528","2005-09-07",7.97,"Athericidae,Baetidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Ephemeridae,Gomphidae,Heptageniidae,Isonychiidae,OLIGOCHAETA,Pelecypoda,Perlidae,Philopotamidae,Tipulidae"
"41.935_-74.37639","2011-07-20",7.61,"Baetidae,Chironomidae,Chloroperlidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Philopotamidae,Polycentropodidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.935_-74.53","2003-09-17",9.53,"Baetidae,Baetiscidae,Brachycentridae,Chironomidae,Chloroperlidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Nemouridae,Odontoceridae,OLIGOCHAETA,Peltoperlidae,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.93861_-74.50444","2003-09-03",9.28,"Baetidae,Baetiscidae,Brachycentridae,Cambaridae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Hydropsychidae,Hydroptilidae,Lepidostomatidae,Odontoceridae,OLIGOCHAETA,Peltoperlidae,Perlidae,Perlodidae,Philopotamidae,Polycentropodidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.94056_-74.51945","2003-09-17",9.05,"Asellidae,Baetidae,Brachycentridae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Gomphidae,Hydropsychidae,Lepidostomatidae,Odontoceridae,OLIGOCHAETA,Peltoperlidae,Perlodidae,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.94639_-74.97972","2005-09-07",8.32,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Odontoceridae,Perlidae,Philopotamidae"
"41.947233_-75.14282","2014-08-06",8.07,"Baetidae,Chironomidae,Chloroperlidae,Elmidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Leptophlebiidae,Leuctridae,Perlidae,Philopotamidae,Pteronarcidae,Tipulidae"
"41.94952_-74.31921","2011-07-21",8.88,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Lepidostomatidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Perlodidae,Philopotamidae,Polycentropodidae,Pteronarcidae,Simuliidae,Tipulidae"
"41.951092_-75.28133","2015-08-26",8.34,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Ephemeridae,Heptageniidae,Lepidostomatidae,OLIGOCHAETA,Pelecypoda,Perlidae,Philopotamidae,Potamanthidae,Psephenidae,Simuliidae"
"41.9565_-74.93491","2014-08-05",8.79,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptohyphidae,OLIGOCHAETA,Perlidae,Tipulidae"
"41.95867_-74.47364","2003-09-16",9,"Baetiscidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Empididae,Ephemerellidae,Hydroptilidae,Lepidostomatidae,OLIGOCHAETA,Peltoperlidae,Perlodidae,Polycentropodidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.96333_-74.45528","2003-09-16",8.7,"Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Hydroptilidae,Lepidostomatidae,OLIGOCHAETA,Peltoperlidae,Perlodidae,Polycentropodidae,Rhyacophilidae,Tipulidae"
"41.96455_-75.18494","2014-08-06",9.09,"Baetidae,Brachycentridae,Chironomidae,Corduliidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Lepidostomatidae,Leptohyphidae,OLIGOCHAETA,Pelecypoda,Perlidae,Psephenidae,Tipulidae"
"41.96611_-74.8925","2014-08-05",8.23,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Heptageniidae,Lepidostomatidae,Limnephilidae,Perlidae"
"41.97417_-74.42805","2003-09-16",8.37,"Brachycentridae,Chironomidae,Chloroperlidae,Ephemerellidae,Heptageniidae,Hydroptilidae,Limnephilidae,OLIGOCHAETA,Peltoperlidae,Perlodidae,Polycentropodidae,Rhyacophilidae,Tipulidae,Uenoidae"
"41.97417_-74.52056","2003-09-17",9.62,"Baetidae,Baetiscidae,Brachycentridae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Odontoceridae,Perlidae,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.978533_-74.846998","2014-08-07",8.99,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Leptophlebiidae,Odontoceridae,Perlidae,Tipulidae"
"41.990556_-74.484722","2003-09-18",9.88,"Baetidae,Brachycentridae,Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Gomphidae,Hydropsychidae,Lepidostomatidae,Peltoperlidae,Perlidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.99278_-74.50306","2011-08-01",8.44,"Baetidae,Brachycentridae,Chironomidae,Empididae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Leptophlebiidae,Leuctridae,Peltoperlidae,Philopotamidae,Simuliidae,Tipulidae"
"42.0006_-78.412","2011-07-27",7.61,"Baetidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Simuliidae,Tipulidae"
"42.00389_-76.52361","2013-07-24",8.17,"Athericidae,Baetidae,Brachycentridae,Caenidae,Chironomidae,Coenagrionidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Polycentropodidae,Psephenidae,Sialidae,Turbellaria"
"42.00583_-74.78639","2014-08-07",8.7,"Baetidae,Chironomidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Odontoceridae,Perlidae,Philopotamidae,Tipulidae"
"42.00639_-76.60445","2002-07-30",8.44,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,OLIGOCHAETA,Philopotamidae,Psephenidae,Psychomyiidae,Sialidae,Tipulidae"
"42.00868_-79.0835","2011-07-27",8.97,"Athericidae,Baetidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Philopotamidae,Tipulidae"
"42.015_-75.7887","2013-07-23",8.2,"Baetidae,Caenidae,Cambaridae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psychomyiidae"
"42.015642_-78.823087","2012-07-18",8.65,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Ephemeridae,Gomphidae,Heptageniidae,Leptohyphidae,Leptophlebiidae,Leuctridae,Perlidae,Philopotamidae,Pteronarcidae,Sialidae,Tipulidae"
