"SiteID","Date","bap","Families"
"41.36033_-74.68762","2014-08-06",6.6,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Gomphidae,Helicopsychidae,Heptageniidae,Hydropsychidae,Leptoceridae,Perlidae,Simuliidae,Tipulidae"
"41.39889_-73.70222","2000-07-13",7.23,"Baetidae,Chironomidae,Elmidae,Glossosomatidae,Gomphidae,Hydropsychidae,Leuctridae,Limnephilidae,OLIGOCHAETA,Peltoperlidae,Perlidae,Philopotamidae,Physidae,Psephenidae,Ptilodactylidae,Rhyacophilidae"
"41.4_-74.08222","2004-07-29",6.7,"Athericidae,Chironomidae,Corydalidae,Elmidae,Glossosomatidae,Hydropsychidae,Hydroptilidae,Lepidostomatidae,Perlidae,Philopotamidae,Rhyacophilidae"
"41.40115_-74.359233","2012-08-20",7.1,"Athericidae,Baetidae,Cambaridae,Chironomidae,Ephemeridae,Heptageniidae,Isonychiidae,Perlidae,Psephenidae,Pteronarcidae,Tipulidae"
"41.4075_-74.07555","2004-07-29",6.51,"Baetidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Glossosomatidae,Gomphidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Leuctridae,Philopotamidae,Psephenidae,Tipulidae"
"41.41806_-73.94639","2002-09-10",5.99,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Hydropsychidae,OLIGOCHAETA,Peltoperlidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Simuliidae"
"41.443981_-74.027293","2012-09-12",7,"Baetidae,Chironomidae,Corydalidae,Empididae,Helicopsychidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Odontoceridae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Pteronarcidae,Tipulidae,Turbellaria"
"41.45444_-74.05028","2012-09-12",6.11,"Aeshnidae,Asellidae,Baetidae,Chironomidae,Empididae,Hydropsychidae,OLIGOCHAETA,Philopotamidae,Rhyacophilidae,Tipulidae"
"41.45972_-73.79305","2000-07-05",5.29,"Chironomidae,Elmidae,Empididae,Leptophlebiidae,OLIGOCHAETA,Perlodidae,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.465_-74.91666","2004-08-03",7.24,"Athericidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Pelecypoda,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae"
"41.46761_-73.97578","2007-09-12",6.24,"Aeshnidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leuctridae,Perlidae,Philopotamidae,Polycentropodidae,Psychomyiidae,Tipulidae"
"41.49333_-74.29389","2002-09-09",7.13,"Aeshnidae,Amphipoda,Asellidae,Baetidae,Chironomidae,Elmidae,Heptageniidae,Leptophlebiidae,Odontoceridae,OLIGOCHAETA,Physidae,Psephenidae,Sialidae"
"41.51167_-74.05556","2012-09-12",7.31,"Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Perlidae,Philopotamidae"
"41.52305_-74.9331","2009-09-02",5.02,"Aeshnidae,Chironomidae,Coenagrionidae,Corydalidae,Elmidae,Hydropsychidae,Lymnaeidae,OLIGOCHAETA,Philopotamidae,Psephenidae,Simuliidae"
"41.57303_-74.92076","2014-08-06",5.05,"Aeshnidae,Baetidae,Chironomidae,Corydalidae,Elmidae,Empididae,Ephemerellidae,Hydropsychidae,Leuctridae,Simuliidae,Turbellaria"
"41.5789_-74.3959","2007-08-28",7.45,"Athericidae,Baetidae,Caenidae,Cambaridae,Chironomidae,Corydalidae,Elmidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"41.622355_-74.065984","2012-09-24",6.72,"Aeshnidae,Amphipoda,Asellidae,Baetidae,Cambaridae,Chironomidae,Coenagrionidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptoceridae,Leptophlebiidae,Philopotamidae,Psephenidae,Sialidae,Simuliidae"
"41.62667_-74.6325","2004-08-03",7.15,"Aeshnidae,Chironomidae,Corydalidae,Elmidae,Glossosomatidae,Gomphidae,Leuctridae,OLIGOCHAETA,Peltoperlidae,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.64389_-73.59142","2007-09-13",5.3,"Aeshnidae,Amphipoda,Baetidae,Chironomidae,Coenagrionidae,Gyrinidae,Haliplidae,Leptoceridae,OLIGOCHAETA,Pelecypoda,Physidae,Tabanidae"
"41.69573_-73.65932","2007-09-13",7.05,"Baetidae,Chironomidae,Chloroperlidae,Dixidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Leuctridae,OLIGOCHAETA,Peltoperlidae,Perlidae,Perlodidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae"
"41.705_-75.06694","2015-09-03",7.33,"Ancylidae,Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Helicopsychidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Pelecypoda,Simuliidae"
"41.7121_-74.2987","2008-07-01",5.1,"Aeshnidae,Chironomidae,Dytiscidae,Empididae,Hydropsychidae,Leuctridae,Nemouridae,Polycentropodidae,Rhyacophilidae,Simuliidae"
"41.71528_-73.57611","2008-07-17",5.56,"Athericidae,Baetidae,Elmidae,Glossosomatidae,Gomphidae,Isonychiidae,Philopotamidae,Psephenidae,Tipulidae"
"41.7596_-73.924","2002-09-11",5.73,"Aeshnidae,Chironomidae,Elmidae,Empididae,Glossosomatidae,Gomphidae,Hydropsychidae,Leuctridae,OLIGOCHAETA,Perlidae,Tabanidae,Tipulidae,Turbellaria"
"41.76833_-74.20084","2002-09-11",6.28,"Aeshnidae,Chironomidae,Corydalidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leuctridae,Perlidae,Philopotamidae,Polycentropodidae,Simuliidae,Tipulidae"
"41.79083_-73.94278","1998-09-29",7.33,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Hydropsychidae,Isonychiidae,Limnephilidae,OLIGOCHAETA,Pelecypoda,Perlidae,Philopotamidae,Psephenidae,Rhyacophilidae,Simuliidae"
"41.79556_-73.93945","1995-09-13",7.46,"Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Pelecypoda,Perlidae,Philopotamidae,Polycentropodidae,Psephenidae,Turbellaria"
"41.803707_-74.99499","2014-08-06",7.22,"Baetidae,Chironomidae,Ephemerellidae,Perlidae,Philopotamidae,Pteronarcidae,Simuliidae,Tipulidae"
"41.81805_-73.96445","2007-09-13",7.19,"Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Simuliidae"
"41.82408_-73.50528","2007-09-13",6.74,"Athericidae,Caenidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Tipulidae"
"41.87445_-74.57124","2011-07-20",7.12,"Chironomidae,Chloroperlidae,Elmidae,Ephemerellidae,Heptageniidae,Leuctridae,Nemouridae,Pelecypoda,Peltoperlidae,Philopotamidae,Pteronarcidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.877876_-73.807196","2012-09-11",7.06,"Brachycentridae,Chironomidae,Coenagrionidae,Corydalidae,Elmidae,Ephemerellidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"41.89305_-74.58667","2006-09-28",7.06,"Baetidae,Brachycentridae,Chironomidae,Chloroperlidae,OLIGOCHAETA,Perlidae,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae"
"41.89556_-73.70583","2002-09-17",6.95,"Baetidae,Caenidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Gomphidae,Heptageniidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Turbellaria"
"41.91821_-74.57311","2014-08-05",7.28,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Empididae,Glossosomatidae,Heptageniidae,Hydropsychidae,Odontoceridae,Philopotamidae,Simuliidae,Tipulidae"
"41.98917_-75.12917","2000-09-20",6.44,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Odontoceridae,OLIGOCHAETA,Perlidae"
"42.00747_-78.32759","2011-07-28",7.07,"Caenidae,Chironomidae,Elmidae,Ephemeridae,Glossosomatidae,Gyrinidae,Hydropsychidae,Isonychiidae,Leuctridae,Philopotamidae"
"42.00763_-77.84185","2014-07-03",6.86,"Baetidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Leuctridae,Perlidae,Philopotamidae,Simuliidae"
"42.00833_-76.48083","2008-08-06",7.27,"Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Heptageniidae,Hydropsychidae,Hydroptilidae,Leptophlebiidae,Polycentropodidae,Tipulidae"
"42.00861_-74.4275","2003-09-18",5.64,"Baetidae,Chironomidae,Chloroperlidae,Lepidostomatidae,OLIGOCHAETA,Perlodidae,Philopotamidae,Polycentropodidae,Rhyacophilidae,Tipulidae"
"42.01111_-74.41389","2014-08-05",6.99,"Chironomidae,Heptageniidae,Leuctridae,Nemouridae,Perlodidae,Polycentropodidae,Rhyacophilidae"
"42.01472_-76.89333","2012-07-31",5.62,"Baetidae,Caenidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Perlidae,Tipulidae"
"42.01625_-78.34212","2011-07-28",6.88,"Baetiscidae,Brachycentridae,Chironomidae,Elmidae,Gyrinidae,Hirudinea,Hydropsychidae,Isonychiidae,Philopotamidae,Polymitarcyidae,Simuliidae,Valvatidae"
"42.01972_-76.36195","2003-07-21",7.43,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Polycentropodidae,Psephenidae,Simuliidae,Tipulidae"
"42.02447_-79.74737","2001-08-29",7.27,"Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Helicopsychidae,Heptageniidae,Hydropsychidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.025_-78.889","2011-07-27",6.43,"Athericidae,Chironomidae,Corydalidae,Elmidae,Ephemeridae,Heptageniidae,Hydropsychidae,Isonychiidae,Peltoperlidae,Perlodidae,Philopotamidae,Simuliidae,Tipulidae"
"42.02611_-78.62889","2006-09-12",6.75,"Aeshnidae,Baetidae,Chironomidae,Elmidae,Hydropsychidae,Isonychiidae,Perlidae,Simuliidae"
"42.04287_-78.32907","2007-08-08",7.1,"Athericidae,Caenidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Ephemeridae,Heptageniidae,Hydropsychidae,Isonychiidae,Psephenidae,Sialidae"
"42.04694_-74.27666","2010-08-17",7.49,"Baetidae,Chironomidae,Elmidae,Heptageniidae,Isonychiidae,Leuctridae,Peltoperlidae,Perlidae,Philopotamidae,Psephenidae,Pteronarcidae,Tipulidae"
"42.05207_-76.896727","2012-07-31",5.5,"Aeshnidae,Baetidae,Chironomidae,Elmidae,Hydropsychidae,OLIGOCHAETA,Perlidae,Philopotamidae,Physidae,Psephenidae,Tipulidae"
"42.05833_-78.64639","2006-09-12",7.44,"Aeshnidae,Baetidae,Cambaridae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Glossosomatidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Tipulidae"
"42.059_-78.501","2011-07-27",7.38,"Aeshnidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Limnephilidae,Perlidae,Polycentropodidae,Sialidae,Tipulidae"
"42.07269_-74.33533","2007-09-11",6.57,"Baetidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Leuctridae,Perlidae,Pteronarcidae,Rhyacophilidae,Simuliidae"
"42.07352_-78.49503","2006-09-11",6.77,"Baetidae,Chironomidae,Elmidae,Gomphidae,Heptageniidae,Isonychiidae,Leptophlebiidae,Simuliidae,Tipulidae"
"42.07418_-79.48275","2006-09-13",7.41,"Caenidae,Chironomidae,Corydalidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae"
"42.08861_-78.36444","2006-09-11",6.48,"Athericidae,Chironomidae,Corydalidae,Elmidae,Gomphidae,Hydropsychidae,Hydroptilidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.09222_-74.33601","2010-08-18",7.46,"Baetidae,Brachycentridae,Chironomidae,Ephemerellidae,Heptageniidae,Isonychiidae,Leuctridae,OLIGOCHAETA,Perlidae,Turbellaria"
"42.09648_-76.757103","2012-07-31",6.91,"Athericidae,Baetidae,Chironomidae,Elmidae,Heptageniidae,Leptophlebiidae,Leuctridae,Lymnaeidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.1276_-76.2704","1998-09-16",7.26,"Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptophlebiidae,Philopotamidae,Tipulidae,Turbellaria"
"42.137149_-77.41234","2013-09-10",7.07,"Athericidae,Baetidae,Chironomidae,Coenagrionidae,Elmidae,Ephemeridae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leptoceridae,Philopotamidae,Psephenidae,Tipulidae"
"42.13778_-73.53194","1997-09-17",7.37,"Baetidae,Chironomidae,Corydalidae,Elmidae,Empididae,Helicopsychidae,Heptageniidae,Perlodidae,Philopotamidae,Psephenidae,Rhyacophilidae,Tipulidae"
"42.13804_-77.32453","2007-08-01",6.82,"Baetidae,Caenidae,Chironomidae,Elmidae,Empididae,Glossosomatidae,Gomphidae,Hydropsychidae,Isonychiidae,Polycentropodidae,Tipulidae,Turbellaria"
"42.14167_-76.29472","2014-07-30",7.09,"Baetidae,Caenidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Polymitarcyidae,Simuliidae"
"42.152847_-76.33196","2013-07-24",6.71,"Baetidae,Cambaridae,Chironomidae,Chloroperlidae,Gomphidae,Hydropsychidae,Leuctridae,Peltoperlidae,Perlodidae,Polycentropodidae,Tipulidae"
"42.1587_-77.05453","2013-09-09",6.38,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Psephenidae"
"42.16222_-78.77361","2006-09-12",6.53,"Baetidae,Chironomidae,Elmidae,Heptageniidae,Isonychiidae,Leptophlebiidae,Perlidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae"
"42.178037_-77.916562","2014-07-03",6.91,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Gomphidae,Hydropsychidae,Leptohyphidae,Leptophlebiidae,Leuctridae,Odontoceridae,Philopotamidae,Polycentropodidae,Psephenidae,Tipulidae"
"42.19767_-75.82507","2014-07-29",6.27,"Athericidae,Baetidae,Chironomidae,Elmidae,Ephemerellidae,Glossosomatidae,Hydropsychidae,Isonychiidae,Philopotamidae,Tipulidae"
"42.19788_-76.2426","2008-08-05",6.4,"Athericidae,Baetidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Gomphidae,Helicopsychidae,Heptageniidae,Hydropsychidae,Isonychiidae,Psephenidae,Tipulidae"
"42.2067_-74.2075","2008-07-15",7.3,"Baetidae,Chironomidae,Empididae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Perlidae,Perlodidae,Philopotamidae,Polycentropodidae,Tipulidae"
"42.20678_-77.1642","2012-08-01",7.35,"Baetidae,Brachycentridae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Gomphidae,Hydropsychidae,Isonychiidae,Pelecypoda,Philopotamidae,Psephenidae"
"42.20917_-74.97417","2014-08-07",6.85,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Simuliidae,Turbellaria"
"42.21111_-79.59805","2005-09-13",6,"Athericidae,Chironomidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Philopotamidae,Polycentropodidae,Psephenidae,Psychomyiidae,Tipulidae"
"42.21393_-76.43542","2008-08-06",7.2,"Aeshnidae,Amphipoda,Athericidae,Baetidae,Caenidae,Chironomidae,Corydalidae,Elmidae,Hydropsychidae,Leptohyphidae,Odontoceridae,OLIGOCHAETA,Pelecypoda,Polycentropodidae,Psephenidae,Sialidae"
"42.22087_-79.053452","2012-07-18",7.29,"Athericidae,Baetidae,Chironomidae,Elmidae,Heptageniidae,Leptohyphidae,Leptophlebiidae,Leuctridae,Perlidae,Philopotamidae,Tipulidae"
"42.22197_-77.61391","2008-07-21",5.07,"Athericidae,Caenidae,Chironomidae,Elmidae,Empididae,Gomphidae,Hydropsychidae,Leptohyphidae,Leuctridae,Perlidae,Tabanidae,Tipulidae"
"42.22302_-77.8727","2009-07-28",7.45,"Baetidae,Chironomidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Odontoceridae,Psephenidae,Pteronarcidae,Tipulidae"
"42.22472_-76.0675","2003-07-22",7.24,"Aeshnidae,Baetidae,Chironomidae,Elmidae,Gomphidae,Heptageniidae,Hydropsychidae,Leptohyphidae,Leptophlebiidae,Physidae,Polycentropodidae,Simuliidae"
"42.22667_-78.63055","2006-09-12",7.28,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Isonychiidae,Leptophlebiidae,Philopotamidae,Polycentropodidae,Psephenidae,Tipulidae,Turbellaria"
"42.23089_-76.96214","2002-07-30",6.34,"Athericidae,Chironomidae,Corydalidae,Elmidae,Ephemerellidae,Gomphidae,Hydropsychidae,Leptohyphidae,OLIGOCHAETA,Philopotamidae,Psephenidae,Simuliidae,Tipulidae"
"42.238467_-73.855017","2012-09-13",6.84,"Aeshnidae,Amphipoda,Asellidae,Baetidae,Calopterygidae,Chironomidae,Corydalidae,Elmidae,Gomphidae,Hydropsychidae,Leptophlebiidae,Leuctridae,Philopotamidae,Polycentropodidae,Psephenidae,Sialidae,Simuliidae,Tipulidae,Turbellaria"
"42.253707_-75.891658","2013-07-24",6.55,"Cambaridae,Chironomidae,Chloroperlidae,Cordulegastridae,Gomphidae,Hydropsychidae,Lepidostomatidae,Limnephilidae,OLIGOCHAETA,Peltoperlidae,Perlodidae,Philopotamidae,Tipulidae"
"42.257019_-74.771709","2015-08-25",7.49,"Baetidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leuctridae,Pelecypoda,Peltoperlidae,Perlidae,Philopotamidae,Polycentropodidae,Psephenidae,Rhyacophilidae,Tipulidae"
"42.25908_-77.60856","2008-09-04",7.36,"Athericidae,Caenidae,Chironomidae,Elmidae,Ephemeridae,Gomphidae,Helicopsychidae,Hydrophilidae,Hydropsychidae,Leptohyphidae,Philopotamidae,Psephenidae,Tipulidae"
"42.2993_-74.8929","1999-09-30",6.72,"Cambaridae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Lepidostomatidae,Leptophlebiidae,Leuctridae,Odontoceridae,OLIGOCHAETA,Psephenidae,Tipulidae"
"42.3025_-74.00278","2007-09-11",7.26,"Aeshnidae,Athericidae,Chironomidae,Coenagrionidae,Corydalidae,Helicopsychidae,Hydroptilidae,Isonychiidae,Leptoceridae,Leptohyphidae,Odontoceridae,OLIGOCHAETA,Perlidae,Physidae,Polycentropodidae,Psephenidae,Rhyacophilidae,Tipulidae"
"42.30984_-77.27766","2012-08-01",7.41,"Caenidae,Chironomidae,Elmidae,Empididae,Ephemerellidae,Gomphidae,Heptageniidae,Hydropsychidae,Isonychiidae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.3124_-77.28228","2004-07-09",6.72,"Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,OLIGOCHAETA,Perlidae,Psephenidae,Psychomyiidae"
"42.31389_-73.98361","1997-08-07",7.37,"Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydroptilidae,Lepidostomatidae,Philopotamidae,Tipulidae"
"42.32108_-75.71013","2013-07-23",7.28,"Baetidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Lepidostomatidae,Leuctridae,OLIGOCHAETA,Philopotamidae,Psephenidae,Tipulidae"
"42.32123_-78.46473","2011-07-27",7.24,"Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Hydropsychidae,Leptohyphidae,Leuctridae,Perlidae,Philopotamidae,Psephenidae,Tipulidae"
"42.32424_-77.638653","2012-08-01",6.09,"Baetidae,Chironomidae,Elmidae,Empididae,Hydropsychidae,Isonychiidae,Leptohyphidae,Leptophlebiidae,Leuctridae,Perlidae,Psephenidae,Simuliidae,Tipulidae"
"42.330805_-78.721633","2015-08-05",6.92,"Baetidae,Caenidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Perlidae,Simuliidae,Tipulidae"
"42.33468_-78.09797","2014-07-02",7.37,"Athericidae,Baetidae,Chironomidae,Chloroperlidae,Elmidae,Heptageniidae,Leptophlebiidae,Perlidae,Polycentropodidae,Psephenidae,Tipulidae"
"42.34222_-78.45472","2006-09-11",7.17,"Baetidae,Chironomidae,Chloroperlidae,Elmidae,Glossosomatidae,Gomphidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Philopotamidae,Psephenidae,Simuliidae,Tipulidae,Turbellaria"
"42.34366_-75.43124","2008-08-06",7.35,"Baetidae,Chironomidae,Chloroperlidae,Corydalidae,Elmidae,Heptageniidae,Hydropsychidae,Isonychiidae,Leuctridae,Odontoceridae,OLIGOCHAETA,Perlidae,Philopotamidae,Ptilodactylidae,Sialidae,Tabanidae,Tipulidae"
"42.35019_-76.5478","2011-09-01",7.35,"Baetidae,Chironomidae,Chloroperlidae,Heptageniidae,Hydropsychidae,Leuctridae,OLIGOCHAETA,Perlodidae,Philopotamidae,Rhyacophilidae,Simuliidae,Tipulidae"
"42.352743_-79.311802","2011-07-26",6.52,"Aeshnidae,Amphipoda,Asellidae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Leuctridae,OLIGOCHAETA,Philopotamidae,Simuliidae,Tipulidae"
"42.3529_-74.46772","2015-09-09",6.75,"Ancylidae,Athericidae,Baetidae,Chironomidae,Elmidae,Ephemerellidae,Heptageniidae,Hydropsychidae,Leptophlebiidae,Pelecypoda,Perlidae,Philopotamidae,Psephenidae"
"42.35528_-76.005","2003-07-22",6.72,"Caenidae,Chironomidae,Elmidae,Heptageniidae,Isonychiidae,Odontoceridae,Perlidae,Psephenidae,Tipulidae"
"42.365518_-79.424251","2015-08-05",7.32,"Baetidae,Cambaridae,Chironomidae,Elmidae,Gomphidae,Hydropsychidae,Leuctridae,Nemouridae,OLIGOCHAETA,Pelecypoda,Perlidae,Philopotamidae,Psephenidae,Ptilodactylidae,Rhyacophilidae,Simuliidae,Tipulidae"
"42.36982_-77.36546","2012-08-01",5.62,"Baetidae,Brachycentridae,Chironomidae,Elmidae,Heptageniidae,Hydropsychidae,Leptohyphidae,Leptophlebiidae,OLIGOCHAETA,Perlidae,Psephenidae"
"42.38255_-78.25356","2014-07-02",7.49,"Aeshnidae,Athericidae,Baetidae,Caenidae,Chironomidae,Elmidae,Gomphidae,Gyrinidae,Heptageniidae,Hirudinea,Hydrophilidae,Hydropsychidae,Isonychiidae,OLIGOCHAETA,Perlodidae,Psephenidae,Simuliidae,Tipulidae"
"42.382962_-73.942571","2012-09-11",7.44,"Athericidae,Baetidae,Chironomidae,Elmidae,Ephemerellidae,Gomphidae,Hydropsychidae,Isonychiidae,Philopotamidae"
"42.39498_-77.25758","2006-07-25",7.26,"Baetidae,Chironomidae,Elmidae,Heptageniidae,Hydroptilidae,Isonychiidae,Leptophlebiidae,Perlidae,Polycentropodidae,Simuliidae,Tipulidae"
"42.40326_-79.30453","2015-08-05",7.01,"Athericidae,Baetidae,Chironomidae,Elmidae,Empididae,Gomphidae,Hydropsychidae,Leptophlebiidae,Nemouridae,Perlidae,Pteronarcidae,Simuliidae,Tipulidae"
