"sample_id","coll_date","bap","WAVE"
82,"7/31/2007",8.22,"Simuliidae"
82,"7/31/2007",8.22,"Elmidae"
82,"7/31/2007",8.22,"Heptageniidae"
82,"7/31/2007",8.22,"Chloroperlidae"
89,"8/2/2007",7.25,"Baetidae"
89,"8/2/2007",7.25,"Tipulidae"
89,"8/2/2007",7.25,"Hydropsychidae"
89,"8/2/2007",7.25,"Chironomidae"
89,"8/2/2007",7.25,"Philopotamidae"
89,"8/2/2007",7.25,"Empididae"
89,"8/2/2007",7.25,"Isonychiidae"
89,"8/2/2007",7.25,"Elmidae"
89,"8/2/2007",7.25,"Psephenidae"
89,"8/2/2007",7.25,"Heptageniidae"
89,"8/2/2007",7.25,"Leptohyphidae"
89,"8/2/2007",7.25,"Gomphidae"
89,"8/2/2007",7.25,"OLIGOCHAETA"
106,"7/25/2007",8.02,"Baetidae"
106,"7/25/2007",8.02,"Perlidae"
106,"7/25/2007",8.02,"Athericidae"
106,"7/25/2007",8.02,"Hydropsychidae"
106,"7/25/2007",8.02,"Philopotamidae"
106,"7/25/2007",8.02,"Chironomidae"
106,"7/25/2007",8.02,"Tipulidae"
106,"7/25/2007",8.02,"Empididae"
106,"7/25/2007",8.02,"Heptageniidae"
106,"7/25/2007",8.02,"Elmidae"
106,"7/25/2007",8.02,"Leptohyphidae"
109,"7/25/2007",7.14,"Chironomidae"
109,"7/25/2007",7.14,"Potamanthidae"
109,"7/25/2007",7.14,"Athericidae"
109,"7/25/2007",7.14,"Baetidae"
109,"7/25/2007",7.14,"Cambaridae"
109,"7/25/2007",7.14,"Hydropsychidae"
109,"7/25/2007",7.14,"Philopotamidae"
109,"7/25/2007",7.14,"Heptageniidae"
109,"7/25/2007",7.14,"Amphipoda"
109,"7/25/2007",7.14,"Isonychiidae"
109,"7/25/2007",7.14,"Corydalidae"
109,"7/25/2007",7.14,"Elmidae"
109,"7/25/2007",7.14,"Perlidae"
109,"7/25/2007",7.14,"Psephenidae"
109,"7/25/2007",7.14,"Rhyacophilidae"
109,"7/25/2007",7.14,"Simuliidae"
121,"8/28/2007",7.91,"Perlidae"
121,"8/28/2007",7.91,"Athericidae"
121,"8/28/2007",7.91,"Brachycentridae"
121,"8/28/2007",7.91,"Philopotamidae"
121,"8/28/2007",7.91,"Chironomidae"
121,"8/28/2007",7.91,"Heptageniidae"
121,"8/28/2007",7.91,"Ephemeridae"
121,"8/28/2007",7.91,"Glossosomatidae"
121,"8/28/2007",7.91,"Hydropsychidae"
121,"8/28/2007",7.91,"Isonychiidae"
121,"8/28/2007",7.91,"Corydalidae"
121,"8/28/2007",7.91,"Elmidae"
121,"8/28/2007",7.91,"Psephenidae"
121,"8/28/2007",7.91,"Rhyacophilidae"
121,"8/28/2007",7.91,"Sialidae"
122,"8/28/2007",7.45,"Baetidae"
122,"8/28/2007",7.45,"Perlidae"
122,"8/28/2007",7.45,"Tipulidae"
122,"8/28/2007",7.45,"Athericidae"
122,"8/28/2007",7.45,"Caenidae"
122,"8/28/2007",7.45,"Cambaridae"
122,"8/28/2007",7.45,"Philopotamidae"
122,"8/28/2007",7.45,"Chironomidae"
122,"8/28/2007",7.45,"Hydropsychidae"
122,"8/28/2007",7.45,"Isonychiidae"
122,"8/28/2007",7.45,"Corydalidae"
122,"8/28/2007",7.45,"Elmidae"
122,"8/28/2007",7.45,"Psephenidae"
122,"8/28/2007",7.45,"Heptageniidae"
134,"9/5/2007",5.62,"Athericidae"
134,"9/5/2007",5.62,"Baetidae"
134,"9/5/2007",5.62,"Hydropsychidae"
134,"9/5/2007",5.62,"Philopotamidae"
134,"9/5/2007",5.62,"Chironomidae"
134,"9/5/2007",5.62,"Psephenidae"
134,"9/5/2007",5.62,"Corydalidae"
134,"9/5/2007",5.62,"Elmidae"
134,"9/5/2007",5.62,"Heptageniidae"
134,"9/5/2007",5.62,"Turbellaria"
135,"9/5/2007",5.94,"Perlidae"
135,"9/5/2007",5.94,"Tipulidae"
135,"9/5/2007",5.94,"Athericidae"
135,"9/5/2007",5.94,"Baetidae"
135,"9/5/2007",5.94,"Hydropsychidae"
135,"9/5/2007",5.94,"Philopotamidae"
135,"9/5/2007",5.94,"Psephenidae"
135,"9/5/2007",5.94,"Empididae"
135,"9/5/2007",5.94,"Elmidae"
135,"9/5/2007",5.94,"Chironomidae"
135,"9/5/2007",5.94,"Heptageniidae"
135,"9/5/2007",5.94,"OLIGOCHAETA"
135,"9/5/2007",5.94,"Turbellaria"
136,"9/5/2007",6.54,"Tipulidae"
136,"9/5/2007",6.54,"Hydropsychidae"
136,"9/5/2007",6.54,"Athericidae"
136,"9/5/2007",6.54,"Baetidae"
136,"9/5/2007",6.54,"Chironomidae"
136,"9/5/2007",6.54,"Helicopsychidae"
136,"9/5/2007",6.54,"Empididae"
136,"9/5/2007",6.54,"Corydalidae"
136,"9/5/2007",6.54,"Elmidae"
136,"9/5/2007",6.54,"Pelecypoda"
136,"9/5/2007",6.54,"Psephenidae"
136,"9/5/2007",6.54,"Heptageniidae"
136,"9/5/2007",6.54,"Turbellaria"
138,"7/10/2007",6.9,"Tipulidae"
138,"7/10/2007",6.9,"Athericidae"
138,"7/10/2007",6.9,"Baetidae"
138,"7/10/2007",6.9,"Brachycentridae"
138,"7/10/2007",6.9,"Hydropsychidae"
138,"7/10/2007",6.9,"Chironomidae"
138,"7/10/2007",6.9,"Ancylidae"
138,"7/10/2007",6.9,"Glossosomatidae"
138,"7/10/2007",6.9,"Elmidae"
138,"7/10/2007",6.9,"Perlidae"
138,"7/10/2007",6.9,"Psephenidae"
138,"7/10/2007",6.9,"Heptageniidae"
141,"7/10/2007",7.6,"Baetidae"
141,"7/10/2007",7.6,"Philopotamidae"
141,"7/10/2007",7.6,"Chironomidae"
141,"7/10/2007",7.6,"Glossosomatidae"
141,"7/10/2007",7.6,"Tipulidae"
141,"7/10/2007",7.6,"Hydropsychidae"
141,"7/10/2007",7.6,"Hydroptilidae"
141,"7/10/2007",7.6,"Isonychiidae"
141,"7/10/2007",7.6,"Corydalidae"
141,"7/10/2007",7.6,"Psephenidae"
141,"7/10/2007",7.6,"Elmidae"
141,"7/10/2007",7.6,"Heptageniidae"
252,"9/12/2006",7.12,"Baetidae"
252,"9/12/2006",7.12,"Perlidae"
252,"9/12/2006",7.12,"Hydropsychidae"
252,"9/12/2006",7.12,"Philopotamidae"
252,"9/12/2006",7.12,"Isonychiidae"
252,"9/12/2006",7.12,"Elmidae"
252,"9/12/2006",7.12,"Chironomidae"
252,"9/12/2006",7.12,"Pelecypoda"
252,"9/12/2006",7.12,"Psephenidae"
252,"9/12/2006",7.12,"Simuliidae"
252,"9/12/2006",7.12,"Heptageniidae"
253,"9/13/2006",5.93,"Athericidae"
253,"9/13/2006",5.93,"Baetidae"
253,"9/13/2006",5.93,"Caenidae"
253,"9/13/2006",5.93,"Hydropsychidae"
253,"9/13/2006",5.93,"Philopotamidae"
253,"9/13/2006",5.93,"Goeridae"
253,"9/13/2006",5.93,"Isonychiidae"
253,"9/13/2006",5.93,"Elmidae"
253,"9/13/2006",5.93,"Ephemerellidae"
253,"9/13/2006",5.93,"Pelecypoda"
253,"9/13/2006",5.93,"Turbellaria"
260,"9/11/2006",6.45,"Tipulidae"
260,"9/11/2006",6.45,"Athericidae"
260,"9/11/2006",6.45,"Baetidae"
260,"9/11/2006",6.45,"Chironomidae"
260,"9/11/2006",6.45,"Hydropsychidae"
260,"9/11/2006",6.45,"Philopotamidae"
260,"9/11/2006",6.45,"Helicopsychidae"
260,"9/11/2006",6.45,"Elmidae"
260,"9/11/2006",6.45,"Psephenidae"
260,"9/11/2006",6.45,"Simuliidae"
260,"9/11/2006",6.45,"Heptageniidae"
260,"9/11/2006",6.45,"OLIGOCHAETA"
260,"9/11/2006",6.45,"Turbellaria"
262,"9/12/2006",7.28,"Tipulidae"
262,"9/12/2006",7.28,"Baetidae"
262,"9/12/2006",7.28,"Philopotamidae"
262,"9/12/2006",7.28,"Chironomidae"
262,"9/12/2006",7.28,"Hydropsychidae"
262,"9/12/2006",7.28,"Isonychiidae"
262,"9/12/2006",7.28,"Elmidae"
262,"9/12/2006",7.28,"Polycentropodidae"
262,"9/12/2006",7.28,"Psephenidae"
262,"9/12/2006",7.28,"Heptageniidae"
262,"9/12/2006",7.28,"Ephemerellidae"
262,"9/12/2006",7.28,"Leptophlebiidae"
262,"9/12/2006",7.28,"Turbellaria"
266,"9/12/2006",7.24,"Perlidae"
266,"9/12/2006",7.24,"Baetidae"
266,"9/12/2006",7.24,"Chironomidae"
266,"9/12/2006",7.24,"Hydropsychidae"
266,"9/12/2006",7.24,"Philopotamidae"
266,"9/12/2006",7.24,"Helicopsychidae"
266,"9/12/2006",7.24,"Tipulidae"
266,"9/12/2006",7.24,"Elmidae"
266,"9/12/2006",7.24,"Psephenidae"
266,"9/12/2006",7.24,"Simuliidae"
266,"9/12/2006",7.24,"Heptageniidae"
266,"9/12/2006",7.24,"Ephemerellidae"
266,"9/12/2006",7.24,"Turbellaria"
274,"9/12/2006",8.17,"Baetidae"
274,"9/12/2006",8.17,"Perlidae"
274,"9/12/2006",8.17,"Caenidae"
274,"9/12/2006",8.17,"Hydropsychidae"
274,"9/12/2006",8.17,"Chironomidae"
274,"9/12/2006",8.17,"Philopotamidae"
274,"9/12/2006",8.17,"Ephemerellidae"
274,"9/12/2006",8.17,"Isonychiidae"
274,"9/12/2006",8.17,"Corydalidae"
274,"9/12/2006",8.17,"Elmidae"
274,"9/12/2006",8.17,"Leptophlebiidae"
274,"9/12/2006",8.17,"Simuliidae"
274,"9/12/2006",8.17,"Heptageniidae"
274,"9/12/2006",8.17,"Gomphidae"
280,"9/12/2006",8.33,"Baetidae"
280,"9/12/2006",8.33,"Perlidae"
280,"9/12/2006",8.33,"Hydropsychidae"
280,"9/12/2006",8.33,"Philopotamidae"
280,"9/12/2006",8.33,"Heptageniidae"
280,"9/12/2006",8.33,"Tipulidae"
280,"9/12/2006",8.33,"Isonychiidae"
280,"9/12/2006",8.33,"Corydalidae"
280,"9/12/2006",8.33,"Elmidae"
280,"9/12/2006",8.33,"Leptophlebiidae"
280,"9/12/2006",8.33,"Chironomidae"
280,"9/12/2006",8.33,"Psephenidae"
280,"9/12/2006",8.33,"Rhyacophilidae"
280,"9/12/2006",8.33,"Peltoperlidae"
280,"9/12/2006",8.33,"Ephemerellidae"
287,"9/12/2006",7.78,"Baetidae"
287,"9/12/2006",7.78,"Athericidae"
287,"9/12/2006",7.78,"Caenidae"
287,"9/12/2006",7.78,"Hydropsychidae"
287,"9/12/2006",7.78,"Philopotamidae"
287,"9/12/2006",7.78,"Chironomidae"
287,"9/12/2006",7.78,"Isonychiidae"
287,"9/12/2006",7.78,"Heptageniidae"
287,"9/12/2006",7.78,"Elmidae"
287,"9/12/2006",7.78,"Psephenidae"
287,"9/12/2006",7.78,"Simuliidae"
287,"9/12/2006",7.78,"Ephemerellidae"
287,"9/12/2006",7.78,"Leptophlebiidae"
287,"9/12/2006",7.78,"OLIGOCHAETA"
293,"9/13/2006",7.41,"Perlidae"
293,"9/13/2006",7.41,"Caenidae"
293,"9/13/2006",7.41,"Hydropsychidae"
293,"9/13/2006",7.41,"Philopotamidae"
293,"9/13/2006",7.41,"Tipulidae"
293,"9/13/2006",7.41,"Isonychiidae"
293,"9/13/2006",7.41,"Chironomidae"
293,"9/13/2006",7.41,"Corydalidae"
293,"9/13/2006",7.41,"Elmidae"
293,"9/13/2006",7.41,"Psephenidae"
293,"9/13/2006",7.41,"Simuliidae"
293,"9/13/2006",7.41,"Heptageniidae"
293,"9/13/2006",7.41,"Gomphidae"
293,"9/13/2006",7.41,"OLIGOCHAETA"
293,"9/13/2006",7.41,"Pelecypoda"
314,"9/28/2006",7.7,"Baetidae"
314,"9/28/2006",7.7,"Perlidae"
314,"9/28/2006",7.7,"Hydropsychidae"
314,"9/28/2006",7.7,"Philopotamidae"
314,"9/28/2006",7.7,"Ephemerellidae"
314,"9/28/2006",7.7,"Glossosomatidae"
314,"9/28/2006",7.7,"Isonychiidae"
314,"9/28/2006",7.7,"Lepidostomatidae"
314,"9/28/2006",7.7,"Chironomidae"
314,"9/28/2006",7.7,"Heptageniidae"
314,"9/28/2006",7.7,"OLIGOCHAETA"
314,"9/28/2006",7.7,"Turbellaria"
323,"9/27/2006",7.49,"Baetidae"
323,"9/27/2006",7.49,"Perlidae"
323,"9/27/2006",7.49,"Hydropsychidae"
323,"9/27/2006",7.49,"Heptageniidae"
323,"9/27/2006",7.49,"Ephemerellidae"
323,"9/27/2006",7.49,"Isonychiidae"
323,"9/27/2006",7.49,"Lepidostomatidae"
323,"9/27/2006",7.49,"Uenoidae"
323,"9/27/2006",7.49,"Leptophlebiidae"
323,"9/27/2006",7.49,"Rhyacophilidae"
323,"9/27/2006",7.49,"Chironomidae"
335,"9/27/2006",5.3,"Asellidae"
335,"9/27/2006",5.3,"Chironomidae"
335,"9/27/2006",5.3,"Ephemerellidae"
335,"9/27/2006",5.3,"Hydropsychidae"
335,"9/27/2006",5.3,"Corydalidae"
335,"9/27/2006",5.3,"Physidae"
335,"9/27/2006",5.3,"Pelecypoda"
335,"9/27/2006",5.3,"Polycentropodidae"
335,"9/27/2006",5.3,"Psephenidae"
335,"9/27/2006",5.3,"Odontoceridae"
335,"9/27/2006",5.3,"Simuliidae"
335,"9/27/2006",5.3,"Heptageniidae"
335,"9/27/2006",5.3,"OLIGOCHAETA"
335,"9/27/2006",5.3,"Hirudinea"
335,"9/27/2006",5.3,"Turbellaria"
338,"9/27/2006",6.46,"Baetidae"
338,"9/27/2006",6.46,"Asellidae"
338,"9/27/2006",6.46,"Ephemerellidae"
338,"9/27/2006",6.46,"Lepidostomatidae"
338,"9/27/2006",6.46,"Heptageniidae"
338,"9/27/2006",6.46,"Chironomidae"
338,"9/27/2006",6.46,"Uenoidae"
338,"9/27/2006",6.46,"Leptophlebiidae"
338,"9/27/2006",6.46,"Physidae"
338,"9/27/2006",6.46,"Simuliidae"
338,"9/27/2006",6.46,"Elmidae"
338,"9/27/2006",6.46,"OLIGOCHAETA"
338,"9/27/2006",6.46,"Turbellaria"
