"Pair","PfamH","Pfam","PFamL"
"Aeshnidae_Lepidostomatidae",0.00634249471458774,0.00323101777059774,0
"Aeshnidae_Leptoceridae",0.00634249471458774,0.00484652665589661,0.0025
"Aeshnidae_Leptohyphidae",0.00739957716701903,0.00646203554119548,0
"Aeshnidae_Leptophlebiidae",0.025369978858351,0.0137318255250404,0
"Aeshnidae_Lestidae",0,0,0
"Aeshnidae_Leuctridae",0.0232558139534884,0.0193861066235864,0.0025
"Aeshnidae_Limnephilidae",0.00211416490486258,0.00403877221324717,0
"Aeshnidae_Lymnaeidae",0.00317124735729387,0.00323101777059774,0.0025
"Aeshnidae_Macromiidae",0,0,0
"Aeshnidae_Nemouridae",0.00211416490486258,0.00323101777059774,0
"Aeshnidae_Odontoceridae",0.00739957716701903,0.00565428109854604,0
"Aeshnidae_OLIGOCHAETA",0.0274841437632135,0.0323101777059774,0.02
"Aeshnidae_OSTRACODA",0,0,0
"Aeshnidae_Pelecypoda",0.00528541226215645,0.00646203554119548,0.01
"Aeshnidae_Peltoperlidae",0.00634249471458774,0.0024232633279483,0
"Aeshnidae_Perlidae",0.0560253699788584,0.031502423263328,0.005
"Aeshnidae_Perlodidae",0.00528541226215645,0.0024232633279483,0
"Aeshnidae_Philopotamidae",0.0560253699788584,0.0363489499192246,0.0075
"Aeshnidae_Phryganeidae",0.00105708245243129,0,0
"Aeshnidae_Physidae",0.00528541226215645,0.00726978998384491,0.01
"Aeshnidae_Polycentropodidae",0.00951374207188161,0.0113085621970921,0.0025
"Aeshnidae_Polymitarcyidae",0.00105708245243129,0,0
"Aeshnidae_Potamanthidae",0,0,0
"Aeshnidae_Psephenidae",0.0391120507399577,0.0323101777059774,0
"Aeshnidae_Psychomyiidae",0.00317124735729387,0.00565428109854604,0.0025
"Aeshnidae_Pteronarcidae",0.0126849894291755,0.00323101777059774,0
"Aeshnidae_Ptilodactylidae",0.00317124735729387,0.0024232633279483,0
"Aeshnidae_Rhyacophilidae",0.0295983086680761,0.018578352180937,0
"Aeshnidae_Sialidae",0.00422832980972516,0.00888529886914378,0.0025
"Aeshnidae_Simuliidae",0.0221987315010571,0.0347334410339257,0.0025
"Aeshnidae_Tabanidae",0.00211416490486258,0.00969305331179321,0.0075
"Aeshnidae_Tipulidae",0.0560253699788584,0.0581583198707593,0.0075
"Aeshnidae_Turbellaria",0.00422832980972516,0.0121163166397415,0.01
"Aeshnidae_Uenoidae",0.00211416490486258,0.00161550888529887,0
"Aeshnidae_Valvatidae",0,0,0
"Amphipoda_Ancylidae",0.00845665961945032,0.0193861066235864,0.035
"Amphipoda_Asellidae",0.00739957716701903,0.0848142164781906,0.35
"Amphipoda_Athericidae",0.0116279069767442,0.0339256865912763,0.015
"Amphipoda_Baetidae",0.0549682875264271,0.213247172859451,0.315
"Amphipoda_Baetiscidae",0,0.000807754442649435,0
"Amphipoda_Bithyniidae",0,0.0024232633279483,0.0025
"Amphipoda_Brachycentridae",0.0200845665961945,0.00807754442649435,0
"Amphipoda_Caenidae",0.0211416490486258,0.037156704361874,0.0275
"Amphipoda_Calopterygidae",0.00211416490486258,0.0121163166397415,0.0225
"Amphipoda_Cambaridae",0.00739957716701903,0.0323101777059774,0.0925
"Amphipoda_Capniidae",0,0.00161550888529887,0
"Amphipoda_Chironomidae",0.0570824524312896,0.252019386106624,0.5875
"Amphipoda_Chironomus",0,0.0145395799676898,0.0525
"Amphipoda_Chloroperlidae",0.00105708245243129,0.00161550888529887,0.0025
"Amphipoda_Coenagrionidae",0.00634249471458774,0.0250403877221325,0.075
"Amphipoda_Cordulegastridae",0,0.000807754442649435,0.005
"Amphipoda_Corduliidae",0,0,0
"Amphipoda_Corixidae",0,0.00323101777059774,0.02
"Amphipoda_Corydalidae",0.0243128964059197,0.055735056542811,0.0325
"Amphipoda_Curculionidae",0.00105708245243129,0,0
"Amphipoda_Dixidae",0,0,0.0025
"Amphipoda_Dryopidae",0,0.00323101777059774,0
"Amphipoda_Dytiscidae",0.00211416490486258,0.0024232633279483,0.0075
"Amphipoda_Elmidae",0.0549682875264271,0.236672051696284,0.475
"Amphipoda_Empididae",0.0179704016913319,0.0621970920840065,0.1025
"Amphipoda_Ephemerellidae",0.0285412262156448,0.0258481421647819,0.005
"Amphipoda_Ephemeridae",0.00317124735729387,0.00403877221324717,0
"Amphipoda_Glossosomatidae",0.00739957716701903,0.00807754442649435,0.0025
"Amphipoda_Goeridae",0,0.000807754442649435,0.0025
"Amphipoda_Gomphidae",0.0116279069767442,0.012924071082391,0.01
"Amphipoda_Gyrinidae",0.00422832980972516,0.00888529886914378,0.0075
"Amphipoda_Haliplidae",0,0.00323101777059774,0.0175
"Amphipoda_Helicopsychidae",0.00634249471458774,0.00969305331179321,0.0075
"Amphipoda_Heptageniidae",0.0443974630021142,0.110662358642973,0.0775
"Amphipoda_Hirudinea",0.00105708245243129,0.0201938610662359,0.16
"Amphipoda_Hydraenidae",0,0,0
"Amphipoda_Hydrophilidae",0.00105708245243129,0.0121163166397415,0.01
"Amphipoda_Hydropsychidae",0.0560253699788584,0.231017770597738,0.4625
"Amphipoda_Hydroptilidae",0.0147991543340381,0.055735056542811,0.0525
"Amphipoda_Isonychiidae",0.0369978858350951,0.0436187399030695,0.005
"Amphipoda_Lepidostomatidae",0.00845665961945032,0.00403877221324717,0
"Amphipoda_Leptoceridae",0.00739957716701903,0.0201938610662359,0.035
"Amphipoda_Leptohyphidae",0.0200845665961945,0.0323101777059774,0.0125
"Amphipoda_Leptophlebiidae",0.00528541226215645,0.0137318255250404,0.005
"Amphipoda_Lestidae",0,0,0.005
"Amphipoda_Leuctridae",0.00951374207188161,0.0145395799676898,0.01
"Amphipoda_Limnephilidae",0,0.000807754442649435,0.0075
"Amphipoda_Lymnaeidae",0.00105708245243129,0.0113085621970921,0.0175
"Amphipoda_Macromiidae",0,0,0
"Amphipoda_Nemouridae",0,0.000807754442649435,0
"Amphipoda_Odontoceridae",0.00211416490486258,0.00161550888529887,0
"Amphipoda_OLIGOCHAETA",0.0243128964059197,0.115508885298869,0.3025
"Amphipoda_OSTRACODA",0,0,0
"Amphipoda_Pelecypoda",0.00528541226215645,0.0484652665589661,0.145
"Amphipoda_Peltoperlidae",0.00105708245243129,0,0
"Amphipoda_Perlidae",0.0412262156448203,0.0541195476575121,0.0225
"Amphipoda_Perlodidae",0.00317124735729387,0.0024232633279483,0
"Amphipoda_Philopotamidae",0.0443974630021142,0.126817447495961,0.115
"Amphipoda_Phryganeidae",0,0,0.005
"Amphipoda_Physidae",0.00317124735729387,0.0347334410339257,0.1
"Amphipoda_Polycentropodidae",0.00634249471458774,0.0145395799676898,0.0225
"Amphipoda_Polymitarcyidae",0.00422832980972516,0.000807754442649435,0
"Amphipoda_Potamanthidae",0.00422832980972516,0.00565428109854604,0
"Amphipoda_Psephenidae",0.0380549682875264,0.120355411954766,0.11
"Amphipoda_Psychomyiidae",0.0105708245243129,0.00969305331179321,0.005
"Amphipoda_Pteronarcidae",0.00105708245243129,0.00161550888529887,0
"Amphipoda_Ptilodactylidae",0,0.000807754442649435,0
"Amphipoda_Rhyacophilidae",0.0105708245243129,0.0161550888529887,0.0075
"Amphipoda_Sialidae",0.00739957716701903,0.0153473344103393,0.015
"Amphipoda_Simuliidae",0.025369978858351,0.117124394184168,0.2675
"Amphipoda_Tabanidae",0.00211416490486258,0.00646203554119548,0.045
"Amphipoda_Tipulidae",0.0274841437632135,0.120355411954766,0.1875
"Amphipoda_Turbellaria",0.0116279069767442,0.0735056542810986,0.2825
"Amphipoda_Uenoidae",0.00317124735729387,0.00565428109854604,0
"Amphipoda_Valvatidae",0.00105708245243129,0.00161550888529887,0.015
"Ancylidae_Asellidae",0.00528541226215645,0.0113085621970921,0.015
"Ancylidae_Athericidae",0.0179704016913319,0.0218093699515347,0.0075
"Ancylidae_Baetidae",0.0517970401691332,0.0516962843295638,0.0175
"Ancylidae_Baetiscidae",0.00105708245243129,0.000807754442649435,0
"Ancylidae_Bithyniidae",0,0,0
"Ancylidae_Brachycentridae",0.0211416490486258,0.00646203554119548,0
"Ancylidae_Caenidae",0.0158562367864693,0.00888529886914378,0.005
"Ancylidae_Calopterygidae",0.00317124735729387,0.00403877221324717,0.0025
"Ancylidae_Cambaridae",0.0116279069767442,0.00807754442649435,0
"Ancylidae_Capniidae",0,0,0
"Ancylidae_Chironomidae",0.0549682875264271,0.0605815831987076,0.0375
"Ancylidae_Chironomus",0,0.0024232633279483,0.0025
"Ancylidae_Chloroperlidae",0.00211416490486258,0.0024232633279483,0
"Ancylidae_Coenagrionidae",0.00211416490486258,0.0024232633279483,0.0025
"Ancylidae_Cordulegastridae",0.00105708245243129,0,0
"Ancylidae_Corduliidae",0,0,0
"Ancylidae_Corixidae",0,0,0.0025
"Ancylidae_Corydalidae",0.025369978858351,0.0177705977382876,0
"Ancylidae_Curculionidae",0,0,0
"Ancylidae_Dixidae",0,0,0
"Ancylidae_Dryopidae",0,0,0
"Ancylidae_Dytiscidae",0.00105708245243129,0.000807754442649435,0
"Ancylidae_Elmidae",0.0507399577167019,0.0589660743134087,0.0275
"Ancylidae_Empididae",0.0158562367864693,0.0201938610662359,0
"Ancylidae_Ephemerellidae",0.0369978858350951,0.00807754442649435,0
"Ancylidae_Ephemeridae",0.00317124735729387,0.0024232633279483,0
"Ancylidae_Glossosomatidae",0.0116279069767442,0.00807754442649435,0
"Ancylidae_Goeridae",0.00105708245243129,0.000807754442649435,0
"Ancylidae_Gomphidae",0.0190274841437632,0.00888529886914378,0
"Ancylidae_Gyrinidae",0.00105708245243129,0.00161550888529887,0.0025
"Ancylidae_Haliplidae",0,0,0.0025
"Ancylidae_Helicopsychidae",0.00634249471458774,0.00403877221324717,0.0025
"Ancylidae_Heptageniidae",0.0465116279069767,0.0331179321486268,0.0075
"Ancylidae_Hirudinea",0.00105708245243129,0.00161550888529887,0.0125
"Ancylidae_Hydraenidae",0,0,0
"Ancylidae_Hydrophilidae",0,0.00403877221324717,0
"Ancylidae_Hydropsychidae",0.047568710359408,0.0533117932148627,0.0225
"Ancylidae_Hydroptilidae",0.0105708245243129,0.0121163166397415,0.0025
"Ancylidae_Isonychiidae",0.03276955602537,0.0161550888529887,0
"Ancylidae_Lepidostomatidae",0.00634249471458774,0.000807754442649435,0
"Ancylidae_Leptoceridae",0.0105708245243129,0.0024232633279483,0.0025
"Ancylidae_Leptohyphidae",0.0105708245243129,0.0024232633279483,0.0025
"Ancylidae_Leptophlebiidae",0.0169133192389006,0.00726978998384491,0
"Ancylidae_Lestidae",0,0,0.0025
"Ancylidae_Leuctridae",0.00528541226215645,0.000807754442649435,0
"Ancylidae_Limnephilidae",0.00317124735729387,0,0
"Ancylidae_Lymnaeidae",0.00105708245243129,0.00323101777059774,0.0025
"Ancylidae_Macromiidae",0,0,0
"Ancylidae_Nemouridae",0,0.00161550888529887,0
"Ancylidae_Odontoceridae",0.00211416490486258,0,0
"Ancylidae_OLIGOCHAETA",0.0200845665961945,0.0290791599353796,0.0125
"Ancylidae_OSTRACODA",0,0,0
"Ancylidae_Pelecypoda",0.0126849894291755,0.0137318255250404,0.005
"Ancylidae_Peltoperlidae",0.00105708245243129,0,0
"Ancylidae_Perlidae",0.0412262156448203,0.0218093699515347,0.005
"Ancylidae_Perlodidae",0.00211416490486258,0.000807754442649435,0
"Ancylidae_Philopotamidae",0.0454545454545455,0.0331179321486268,0.0025
"Ancylidae_Phryganeidae",0,0.000807754442649435,0
"Ancylidae_Physidae",0.00211416490486258,0.00484652665589661,0.0075
"Ancylidae_Polycentropodidae",0.00739957716701903,0.0024232633279483,0.005
"Ancylidae_Polymitarcyidae",0.00105708245243129,0,0
"Ancylidae_Potamanthidae",0.00211416490486258,0.000807754442649435,0
"Ancylidae_Psephenidae",0.0348837209302326,0.0331179321486268,0
"Ancylidae_Psychomyiidae",0.00951374207188161,0.00484652665589661,0
"Ancylidae_Pteronarcidae",0.00317124735729387,0,0
"Ancylidae_Ptilodactylidae",0.00211416490486258,0.000807754442649435,0
"Ancylidae_Rhyacophilidae",0.0169133192389006,0.00646203554119548,0
"Ancylidae_Sialidae",0.00317124735729387,0.00403877221324717,0
"Ancylidae_Simuliidae",0.0221987315010571,0.0282714054927302,0.02
"Ancylidae_Tabanidae",0.00105708245243129,0.00484652665589661,0.005
"Ancylidae_Tipulidae",0.0338266384778013,0.0323101777059774,0.015
"Ancylidae_Turbellaria",0.0116279069767442,0.0121163166397415,0.01
"Ancylidae_Uenoidae",0.00105708245243129,0.00161550888529887,0
"Ancylidae_Valvatidae",0,0,0.0075
"Asellidae_Athericidae",0.00528541226215645,0.0113085621970921,0.0025
"Asellidae_Baetidae",0.0232558139534884,0.11470113085622,0.2225
"Asellidae_Baetiscidae",0,0,0
"Asellidae_Bithyniidae",0,0,0.0025
"Asellidae_Brachycentridae",0.00211416490486258,0.00565428109854604,0
"Asellidae_Caenidae",0.00634249471458774,0.0137318255250404,0.03
"Asellidae_Calopterygidae",0.00105708245243129,0.00807754442649435,0.025
"Asellidae_Cambaridae",0.00634249471458774,0.0169628432956381,0.0925
"Asellidae_Capniidae",0.00105708245243129,0,0
"Asellidae_Chironomidae",0.0243128964059197,0.14297253634895,0.4675
"Asellidae_Chironomus",0.00105708245243129,0.00646203554119548,0.045
"Asellidae_Chloroperlidae",0.00211416490486258,0.0024232633279483,0
"Asellidae_Coenagrionidae",0.00105708245243129,0.00969305331179321,0.0625
"Asellidae_Cordulegastridae",0,0,0.005
"Asellidae_Corduliidae",0,0,0
"Asellidae_Corixidae",0,0.00161550888529887,0.015
"Asellidae_Corydalidae",0.00634249471458774,0.024232633279483,0.0175
"Asellidae_Curculionidae",0.00105708245243129,0,0
"Asellidae_Dixidae",0,0,0.0025
"Asellidae_Dryopidae",0,0.000807754442649435,0
"Asellidae_Dytiscidae",0.00211416490486258,0.0024232633279483,0.01
"Asellidae_Elmidae",0.0232558139534884,0.12843295638126,0.35
"Asellidae_Empididae",0.00422832980972516,0.0395799676898223,0.0875
"Asellidae_Ephemerellidae",0.0116279069767442,0.0113085621970921,0.0075
"Asellidae_Ephemeridae",0.00211416490486258,0.00403877221324717,0
"Asellidae_Glossosomatidae",0.00317124735729387,0.00323101777059774,0.0025
"Asellidae_Goeridae",0.00105708245243129,0,0
"Asellidae_Gomphidae",0.00528541226215645,0.00726978998384491,0.0075
"Asellidae_Gyrinidae",0,0.00403877221324717,0.0025
"Asellidae_Haliplidae",0,0.0024232633279483,0.0175
"Asellidae_Helicopsychidae",0.00422832980972516,0.00565428109854604,0.005
"Asellidae_Heptageniidae",0.0190274841437632,0.0597738287560582,0.0675
"Asellidae_Hirudinea",0.00211416490486258,0.0169628432956381,0.1525
"Asellidae_Hydraenidae",0,0,0
"Asellidae_Hydrophilidae",0,0.00565428109854604,0.015
"Asellidae_Hydropsychidae",0.0190274841437632,0.131663974151858,0.3275
"Asellidae_Hydroptilidae",0.00422832980972516,0.0363489499192246,0.04
"Asellidae_Isonychiidae",0.00739957716701903,0.0113085621970921,0.0025
"Asellidae_Lepidostomatidae",0.00528541226215645,0.0024232633279483,0.0025
"Asellidae_Leptoceridae",0.00105708245243129,0.00969305331179321,0.0325
"Asellidae_Leptohyphidae",0.00739957716701903,0.00726978998384491,0.0125
"Asellidae_Leptophlebiidae",0.00634249471458774,0.0121163166397415,0.0075
"Asellidae_Lestidae",0,0,0.005
"Asellidae_Leuctridae",0.00634249471458774,0.0137318255250404,0.015
"Asellidae_Limnephilidae",0,0.00403877221324717,0.0075
"Asellidae_Lymnaeidae",0.00105708245243129,0.00726978998384491,0.0175
"Asellidae_Macromiidae",0,0,0
"Asellidae_Nemouridae",0,0.000807754442649435,0
"Asellidae_Odontoceridae",0.00211416490486258,0.00403877221324717,0
"Asellidae_OLIGOCHAETA",0.0158562367864693,0.0718901453957997,0.2475
"Asellidae_OSTRACODA",0,0,0.0025
"Asellidae_Pelecypoda",0.00317124735729387,0.0218093699515347,0.1225
"Asellidae_Peltoperlidae",0.00105708245243129,0.000807754442649435,0
"Asellidae_Perlidae",0.0137420718816068,0.0226171243941842,0.01
"Asellidae_Perlodidae",0.00105708245243129,0,0
"Asellidae_Philopotamidae",0.0179704016913319,0.0840064620355412,0.08
"Asellidae_Phryganeidae",0,0,0.0025
"Asellidae_Physidae",0.00105708245243129,0.0210016155088853,0.09
"Asellidae_Polycentropodidae",0.00422832980972516,0.00646203554119548,0.02
"Asellidae_Polymitarcyidae",0,0.00161550888529887,0
"Asellidae_Potamanthidae",0,0.000807754442649435,0
"Asellidae_Psephenidae",0.0116279069767442,0.0654281098546042,0.0875
"Asellidae_Psychomyiidae",0.00317124735729387,0.00646203554119548,0.005
"Asellidae_Pteronarcidae",0,0.0024232633279483,0
"Asellidae_Ptilodactylidae",0,0.00161550888529887,0
"Asellidae_Rhyacophilidae",0.00422832980972516,0.0137318255250404,0
"Asellidae_Sialidae",0.00211416490486258,0.0113085621970921,0.0125
"Asellidae_Simuliidae",0.0116279069767442,0.0823909531502423,0.1975
"Asellidae_Tabanidae",0.00105708245243129,0.00646203554119548,0.0225
"Asellidae_Tipulidae",0.0169133192389006,0.0751211631663974,0.13
"Asellidae_Turbellaria",0.00422832980972516,0.0460420032310178,0.24
"Asellidae_Uenoidae",0.00211416490486258,0.00161550888529887,0
"Asellidae_Valvatidae",0.00105708245243129,0.000807754442649435,0.0125
"Athericidae_Baetidae",0.315010570824524,0.194668820678514,0.02
"Athericidae_Baetiscidae",0.00211416490486258,0.000807754442649435,0
"Athericidae_Bithyniidae",0,0,0
"Athericidae_Brachycentridae",0.0813953488372093,0.012924071082391,0
"Athericidae_Caenidae",0.105708245243129,0.0452342487883683,0
"Athericidae_Calopterygidae",0.00211416490486258,0.00646203554119548,0.0025
"Athericidae_Cambaridae",0.0295983086680761,0.0250403877221325,0.005
"Athericidae_Capniidae",0.00528541226215645,0,0
"Athericidae_Chironomidae",0.335095137420719,0.229402261712439,0.03
"Athericidae_Chironomus",0.00105708245243129,0.0024232633279483,0.0025
"Athericidae_Chloroperlidae",0.0295983086680761,0.00726978998384491,0
"Athericidae_Coenagrionidae",0.0105708245243129,0.00565428109854604,0
"Athericidae_Cordulegastridae",0.00528541226215645,0.0024232633279483,0
"Athericidae_Corduliidae",0,0,0
"Athericidae_Corixidae",0,0,0
"Athericidae_Corydalidae",0.138477801268499,0.0718901453957997,0.005
"Athericidae_Curculionidae",0,0,0
"Athericidae_Dixidae",0,0,0
"Athericidae_Dryopidae",0.00211416490486258,0.0024232633279483,0
"Athericidae_Dytiscidae",0.00317124735729387,0,0
"Athericidae_Elmidae",0.321353065539112,0.217285945072698,0.025
"Athericidae_Empididae",0.0961945031712474,0.0581583198707593,0.0175
"Athericidae_Ephemerellidae",0.182875264270613,0.0403877221324717,0
"Athericidae_Ephemeridae",0.0190274841437632,0.00807754442649435,0
"Athericidae_Glossosomatidae",0.0644820295983087,0.012924071082391,0
"Athericidae_Goeridae",0.00422832980972516,0.00161550888529887,0
"Athericidae_Gomphidae",0.0940803382663848,0.0347334410339257,0.0025
"Athericidae_Gyrinidae",0.00634249471458774,0.00969305331179321,0.005
"Athericidae_Haliplidae",0,0,0
"Athericidae_Helicopsychidae",0.0391120507399577,0.0145395799676898,0.0025
"Athericidae_Heptageniidae",0.278012684989429,0.124394184168013,0.0025
"Athericidae_Hirudinea",0.00422832980972516,0.00323101777059774,0.005
"Athericidae_Hydraenidae",0,0,0
"Athericidae_Hydrophilidae",0.00211416490486258,0.00484652665589661,0.0025
"Athericidae_Hydropsychidae",0.260042283298097,0.192245557350565,0.0225
"Athericidae_Hydroptilidae",0.040169133192389,0.0331179321486268,0.0075
"Athericidae_Isonychiidae",0.22093023255814,0.0888529886914378,0.0025
"Athericidae_Lepidostomatidae",0.0285412262156448,0.00484652665589661,0
"Athericidae_Leptoceridae",0.0190274841437632,0.00888529886914378,0.0025
"Athericidae_Leptohyphidae",0.0412262156448203,0.0226171243941842,0.0025
"Athericidae_Leptophlebiidae",0.0887949260042283,0.0161550888529887,0
"Athericidae_Lestidae",0,0,0
"Athericidae_Leuctridae",0.0792811839323467,0.0274636510500808,0
"Athericidae_Limnephilidae",0.00739957716701903,0.00323101777059774,0
"Athericidae_Lymnaeidae",0.00211416490486258,0.0024232633279483,0
"Athericidae_Macromiidae",0,0,0
"Athericidae_Nemouridae",0.00317124735729387,0.0024232633279483,0
"Athericidae_Odontoceridae",0.0517970401691332,0.00403877221324717,0
"Athericidae_OLIGOCHAETA",0.116279069767442,0.0735056542810986,0.01
"Athericidae_OSTRACODA",0.00105708245243129,0,0
"Athericidae_Pelecypoda",0.0317124735729387,0.0210016155088853,0.005
"Athericidae_Peltoperlidae",0.0147991543340381,0.00646203554119548,0
"Athericidae_Perlidae",0.268498942917548,0.113085621970921,0.005
"Athericidae_Perlodidae",0.03276955602537,0.00484652665589661,0
"Athericidae_Philopotamidae",0.278012684989429,0.141357027463651,0.005
"Athericidae_Phryganeidae",0,0.000807754442649435,0
"Athericidae_Physidae",0.0105708245243129,0.00484652665589661,0.005
"Athericidae_Polycentropodidae",0.0274841437632135,0.00565428109854604,0.0025
"Athericidae_Polymitarcyidae",0.00739957716701903,0.000807754442649435,0
"Athericidae_Potamanthidae",0.00422832980972516,0.0024232633279483,0
"Athericidae_Psephenidae",0.199788583509514,0.138933764135703,0.0075
"Athericidae_Psychomyiidae",0.0285412262156448,0.0137318255250404,0
"Athericidae_Pteronarcidae",0.0369978858350951,0.00403877221324717,0
"Athericidae_Ptilodactylidae",0.00105708245243129,0.00323101777059774,0
"Athericidae_Rhyacophilidae",0.113107822410148,0.0452342487883683,0
"Athericidae_Sialidae",0.0147991543340381,0.0161550888529887,0
"Athericidae_Simuliidae",0.117336152219873,0.0888529886914378,0.0075
"Athericidae_Tabanidae",0.0116279069767442,0.00726978998384491,0
"Athericidae_Tipulidae",0.247357293868922,0.159127625201939,0.015
"Athericidae_Turbellaria",0.0369978858350951,0.0420032310177706,0.0025
"Athericidae_Uenoidae",0.00951374207188161,0.0024232633279483,0
"Athericidae_Valvatidae",0,0,0
"Baetidae_Baetiscidae",0.00951374207188161,0.00323101777059774,0.0025
"Baetidae_Bithyniidae",0,0.0024232633279483,0.0025
"Baetidae_Brachycentridae",0.214587737843552,0.055735056542811,0
"Baetidae_Caenidae",0.250528541226216,0.131663974151858,0.0175
"Baetidae_Calopterygidae",0.00951374207188161,0.0298869143780291,0.0125
"Baetidae_Cambaridae",0.102536997885835,0.0856219709208401,0.07
"Baetidae_Capniidae",0.0232558139534884,0.00646203554119548,0
"Baetidae_Chironomidae",0.935517970401691,0.823101777059774,0.475
"Baetidae_Chironomus",0.00211416490486258,0.0210016155088853,0.035
"Baetidae_Chloroperlidae",0.137420718816068,0.0452342487883683,0.0025
"Baetidae_Coenagrionidae",0.0232558139534884,0.0323101777059774,0.0325
"Baetidae_Cordulegastridae",0.00845665961945032,0.00726978998384491,0.005
"Baetidae_Corduliidae",0.00105708245243129,0,0
"Baetidae_Corixidae",0,0.00565428109854604,0.01
"Baetidae_Corydalidae",0.305496828752643,0.192245557350565,0.03
"Baetidae_Curculionidae",0.00211416490486258,0.00161550888529887,0
"Baetidae_Dixidae",0.00951374207188161,0.00161550888529887,0.0025
"Baetidae_Dryopidae",0.00422832980972516,0.00646203554119548,0
"Baetidae_Dytiscidae",0.00845665961945032,0.0105008077544426,0.01
"Baetidae_Elmidae",0.856236786469345,0.739903069466882,0.4
"Baetidae_Empididae",0.261099365750529,0.224555735056543,0.0975
"Baetidae_Ephemerellidae",0.530655391120507,0.155088852988691,0.01
"Baetidae_Ephemeridae",0.0433403805496829,0.0137318255250404,0
"Baetidae_Glossosomatidae",0.194503171247357,0.0492730210016155,0.01
"Baetidae_Goeridae",0.0147991543340381,0.00646203554119548,0
"Baetidae_Gomphidae",0.235729386892178,0.0823909531502423,0.0075
"Baetidae_Gyrinidae",0.0179704016913319,0.0169628432956381,0.01
"Baetidae_Haliplidae",0.00105708245243129,0.0024232633279483,0.0125
"Baetidae_Helicopsychidae",0.0739957716701903,0.0403877221324717,0.01
"Baetidae_Heptageniidae",0.755813953488372,0.420840064620355,0.0775
"Baetidae_Hirudinea",0.0137420718816068,0.031502423263328,0.0825
"Baetidae_Hydraenidae",0,0,0
"Baetidae_Hydrophilidae",0.0211416490486258,0.0201938610662359,0.0175
"Baetidae_Hydropsychidae",0.726215644820296,0.684168012924071,0.3875
"Baetidae_Hydroptilidae",0.133192389006343,0.151050080775444,0.0425
"Baetidae_Isonychiidae",0.550739957716702,0.243941841680129,0.01
"Baetidae_Lepidostomatidae",0.113107822410148,0.0218093699515347,0
"Baetidae_Leptoceridae",0.0517970401691332,0.0411954765751212,0.015
