"x"
"141","Atherix sp."
"142","Caenis sp."
"143","Cheumatopsyche sp."
"144","Chimarra aterrima?"
"145","Cricotopus bicinctus"
"146","Cricotopus trifascia gr."
"147","Eukiefferiella brehmi gr."
"148","Gammarus sp."
"149","Helicopsyche borealis"
"150","Hexatoma sp."
"151","Hydropsyche bronta"
"152","Hydropsyche sparna"
"153","Isonychia bicolor"
"154","Micrasema sp."
"155","Nigronia serricornis"
"156","Oecetis sp."
"157","Optioservus sp."
"158","Orthocladius carlatus"
"159","Potthastia gaedii gr."
"160","Promoresia elegans"
"161","Psephenus herricki"
"162","Rheotanytarsus sp."
"163","Stenelmis cheryl"
"164","Stenonema modestum"
"165","Stenonema vicarium"
"166","Undetermined Gomphidae"
"167","Baetis flavistriga"
"168","Baetis intercalaris"
"169","Caenis sp."
"170","Cheumatopsyche sp."
"171","Chimarra obscura"
"172","Dineutus sp."
"173","Gyraulus circumstriatus"
"174","Helicopsyche borealis"
"175","Hemerodromia sp."
"176","Hydropsyche morosa"
"177","Hydroptila sp."
"178","Isonychia bicolor"
"179","Microtendipes pedellus gr."
"180","Oecetis avara"
"181","Optioservus trivittatus"
"182","Paragnetina media"
"183","Physella sp."
"184","Plauditus sp."
"185","Polypedilum flavum"
"186","Rheotanytarsus exiguus gr."
"187","Serratella deficiens"
"188","Simulium sp."
"189","Sphaerium sp."
"190","Stenelmis crenata"
"191","Stenonema sp."
"192","Thienemannimyia gr. spp."
"193","Tvetenia vitracies"
"194","Acerpenna pygmaea"
"195","Agnetina capitata"
"196","Baetis flavistriga"
"197","Baetis intercalaris"
"198","Cheumatopsyche sp."
"199","Chimarra aterrima?"
"200","Cricotopus triannulatus"
"201","Dicranota sp."
"202","Micropsectra dives gr."
"203","Micropsectra sp."
"204","Microtendipes pedellus gr."
"205","Natarsia baltimorea"
"206","Nigronia serricornis"
"207","Optioservus fastiditus"
"208","Polypedilum aviceps"
"209","Polypedilum flavum"
"210","Polypedilum laetum"
"211","Psephenus herricki"
"212","Rheocricotopus robacki"
"213","Sialis sp."
"214","Stenelmis crenata"
"215","Stenonema sp."
"216","Tanytarsus guerlus gr."
"217","Thienemannimyia gr. spp."
"218","Undetermined Cambaridae"
"219","Undetermined Gomphidae"
"220","Undetermined Lumbricina"
"221","Undetermined Psychomyiidae"
"222","Undetermined Tanypodinae"
"223","Caecidotea racovitzai"
"224","Caenis sp."
"225","Chironomus sp."
"226","Dubiraphia sp."
"227","Fossaria sp."
"228","Haliplus sp."
"229","Hydropsyche bronta"
"230","Micromenetus dilatatus"
"231","Micropsectra sp."
"232","Physella sp."
"233","Pisidium sp."
"234","Procladius sp."
"235","Tanytarsus guerlus gr."
"236","Undet. Tubificidae w/o cap. setae"
"237","Undetermined Siphlonuridae"
"238","Agnetina capitata"
"239","Atherix sp."
"240","Cardiocladius obscurus"
"241","Cheumatopsyche sp."
"242","Chimarra obscura"
"243","Cricotopus bicinctus"
"244","Cricotopus tremulus gr."
"245","Cricotopus trifascia gr."
"246","Cricotopus vierriensis"
"247","Eukiefferiella brehmi gr."
"248","Hydropsyche bronta"
"249","Isonychia bicolor"
"250","Leucrocuta sp."
"251","Optioservus fastiditus"
"252","Optioservus trivittatus"
"253","Orthocladius dubitatus"
"254","Polypedilum aviceps"
"255","Polypedilum flavum"
"256","Psephenus herricki"
"257","Rheotanytarsus sp."
"258","Stenelmis crenata"
"259","Stenonema sp."
"260","Tanytarsus guerlus gr."
"261","Thienemanniella sp."
"262","Thienemannimyia gr. spp."
"263","Tvetenia vitracies"
"264","Undetermined Ephemerellidae"
"265","Undetermined Gomphidae"
"266","Undetermined Lumbriculidae"
"267","Undetermined Orthocladiinae"
"268","Agnetina capitata"
"269","Anthopotamus sp."
"270","Atherix sp."
"271","Baetis intercalaris"
"272","Caenis sp."
"273","Cheumatopsyche sp."
"274","Chimarra obscura"
"275","Hydropsyche morosa"
"276","Hydropsyche scalaris"
"277","Hydropsyche slossonae"
"278","Hydroptila sp."
"279","Nixe (Nixe) sp."
"280","Optioservus trivittatus"
"281","Polypedilum flavum"
"282","Sphaerium sp."
"283","Stenelmis crenata"
"284","Stenonema terminatum"
"285","Undetermined Ephemerellidae"
"286","Undetermined Pleuroceridae"
"287","Acroneuria abnormis"
"288","Ancyronyx variegatus"
"289","Atherix sp."
"290","Brillia sp."
"291","Calopteryx sp."
"292","Cheumatopsyche sp."
"293","Chimarra aterrima?"
"294","Chimarra obscura"
"295","Hydropsyche bronta"
"296","Isonychia bicolor"
"297","Nigronia serricornis"
"298","Parametriocnemus sp."
"299","Polypedilum flavum"
"300","Polypedilum illinoense"
"301","Psephenus herricki"
"302","Rheocricotopus robacki"
"303","Rheotanytarsus exiguus gr."
"304","Stenelmis crenata"
"305","Stenonema sp."
"306","Tanytarsus glabrescens gr."
"307","Tanytarsus guerlus gr."
"308","Undetermined Baetidae"
"309","Undetermined Leptoceridae"
"310","Undetermined Lumbricina"
"311","Caecidotea racovitzai"
"312","Cheumatopsyche sp."
"313","Chimarra aterrima?"
"314","Gammarus sp."
"315","Hydropsyche betteni"
"316","Isonychia bicolor"
"317","Optioservus trivittatus"
"318","Pisidium sp."
"319","Polypedilum flavum"
"320","Sphaerium sp."
"321","Stenelmis crenata"
"322","Tanytarsus guerlus gr."
"323","Undet. Tubificidae w/o cap. setae"
"324","Undetermined Cambaridae"
"325","Undetermined Lumbricina"
"326","Cheumatopsyche sp."
"327","Cricotopus tremulus gr."
"328","Gammarus sp."
"329","Hydropsyche betteni"
"330","Micropsectra sp."
"331","Rheocricotopus robacki"
"332","Undetermined Baetidae"
"333","Undetermined Lumbricina"
"334","Undetermined Turbellaria"
"335","Ablabesmyia mallochi"
"336","Aulodrilus limnobius"
"337","Aulodrilus pluriseta"
"338","Caenis sp."
"339","Calopteryx sp."
"340","Dubiraphia sp."
"341","Hydroptila sp."
"342","Limnodrilus hoffmeisteri"
"343","Micropsectra sp."
"344","Microtendipes pedellus gr."
"345","Natarsia baltimorea"
"346","Parametriocnemus sp."
"347","Paratanytarsus sp."
"348","Pisidium sp."
"349","Polypedilum illinoense"
"350","Procladius sp."
"351","Stempellinella sp."
"352","Stenonema sp."
"353","Tanytarsus glabrescens gr."
"354","Tanytarsus guerlus gr."
"355","Tipula sp."
"356","Undet. Tubificidae w/ cap. setae"
"357","Undetermined Baetidae"
"358","Undetermined Cambaridae"
"359","Undetermined Ceratopogonidae"
"360","Undetermined Enchytraeidae"
"361","Undetermined Gomphidae"
"362","Undetermined Tabanidae"
"363","Agnetina capitata"
"364","Baetis flavistriga"
"365","Cheumatopsyche sp."
"366","Chimarra obscura"
"367","Cricotopus bicinctus"
"368","Cricotopus tremulus gr."
"369","Dicranota sp."
"370","Hemerodromia sp."
"371","Hexatoma sp."
"372","Hydropsyche bronta"
"373","Isonychia bicolor"
"374","Leucrocuta sp."
"375","Micropsectra dives gr."
"376","Microtendipes pedellus gr."
"377","Optioservus fastiditus"
"378","Parametriocnemus sp."
"379","Paratendipes albimanus"
"380","Polypedilum aviceps"
"381","Polypedilum flavum"
"382","Psephenus herricki"
"383","Stenonema sp."
"384","Tanytarsus glabrescens gr."
"385","Tanytarsus guerlus gr."
"386","Thienemannimyia gr. spp."
"387","Undetermined Lumbriculidae"
"388","Atherix sp."
"389","Cheumatopsyche sp."
"390","Ferrissia sp."
"391","Hemerodromia sp."
"392","Leucrocuta sp."
"393","Microtendipes pedellus gr."
"394","Optioservus fastiditus"
"395","Pisidium sp."
"396","Polypedilum flavum"
"397","Sialis sp."
"398","Stenacron interpunctatum"
"399","Stenelmis crenata"
"400","Stenonema terminatum"
"401","Stylogomphus sp."
"402","Tanytarsus guerlus gr."
"403","Thienemannimyia gr. spp."
"404","Undetermined Cambaridae"
"405","Undetermined Lumbricina"
"406","Cheumatopsyche sp."
"407","Cricotopus bicinctus"
"408","Cricotopus sp."
"409","Cricotopus trifascia gr."
"410","Hemerodromia sp."
"411","Hydropsyche bronta"
"412","Hydroptila sp."
"413","Micropsectra dives gr."
"414","Microtendipes pedellus gr."
"415","Nigronia serricornis"
"416","Orthocladius dubitatus"
"417","Polypedilum aviceps"
"418","Stempellinella sp."
"419","Tanytarsus glabrescens gr."
"420","Tanytarsus guerlus gr."
"421","Thienemannimyia gr. spp."
"422","Acentrella sp."
"423","Acroneuria abnormis"
"424","Baetis flavistriga"
"425","Baetis intercalaris"
"426","Cambarus sp."
"427","Cheumatopsyche sp."
"428","Chimarra aterrima?"
"429","Gammarus sp."
"430","Hydropsyche scalaris"
"431","Hydropsyche slossonae"
"432","Hydropsyche sparna"
"433","Isonychia bicolor"
"434","Optioservus fastiditus"
"435","Optioservus trivittatus"
"436","Orthocladius (Symposiocladius) lignicola"
"437","Psephenus herricki"
"438","Rhyacophila carolina?"
"439","Simulium vittatum"
"440","Stenelmis crenata"
"441","Tipula sp."
"442","Baetis flavistriga"
"443","Baetis intercalaris"
"444","Cheumatopsyche sp."
"445","Conchapelopia sp."
"446","Gammarus sp."
"447","Hexatoma sp."
"448","Hydropsyche bronta"
"449","Microtendipes pedellus gr."
"450","Microtendipes rydalensis gr."
"451","Oecetis sp."
"452","Optioservus fastiditus"
"453","Optioservus trivittatus"
"454","Parametriocnemus sp."
"455","Pentaneura sp."
"456","Polypedilum flavum"
"457","Rheocricotopus robacki"
"458","Rheopelopia sp."
"459","Sphaerium sp."
"460","Stenelmis sp."
"461","Stenonema sp."
"462","Tanytarsus glabrescens gr."
"463","Tanytarsus guerlus gr."
"464","Undetermined Turbellaria"
"465","Ablabesmyia mallochi"
"466","Conchapelopia sp."
"467","Cricotopus bicinctus"
"468","Cricotopus tremulus gr."
"469","Cricotopus vierriensis"
"470","Dicrotendipes fumidus"
"471","Heterotrissocladius marcidus gr."
"472","Hydroporous sp."
"473","Micropsectra dives gr."
"474","Micropsectra polita"
"475","Microtendipes pedellus gr."
"476","Nixe (Nixe) sp."
"477","Orthocladius sp."
"478","Polypedilum aviceps"
"479","Potthastia gaedii gr."
"480","Psectrocladius psilopterus gr."
"481","Rheopelopia sp."
"482","Undetermined Leuctridae"
"483","Undetermined Muscidae"
"484","Acentrella sp."
"485","Agnetina capitata"
"486","Baetis intercalaris"
"487","Caenis sp."
"488","Cardiocladius obscurus"
"489","Cheumatopsyche sp."
"490","Chimarra obscura"
"491","Ephoron sp."
"492","Hydropsyche morosa"
"493","Hydropsyche scalaris"
"494","Hydropsyche slossonae"
"495","Leucrocuta sp."
"496","Microtendipes pedellus gr."
"497","Oulimnius sp."
"498","Polypedilum flavum"
"499","Rheotanytarsus sp."
"500","Serratella deficiens"
"501","Sialis sp."
"502","Sphaerium sp."
"503","Stenelmis sp."
"504","Stenochironomus sp."
"505","Stenonema sp."
"506","Thienemannimyia gr. spp."
"507","Tvetenia vitracies"
"508","Undetermined Lumbriculidae"
"509","Baetis flavistriga"
"510","Brachycentrus appalachia"
"511","Brillia sp."
"512","Cheumatopsyche sp."
"513","Chimarra sp."
"514","Endochironomus sp."
"515","Eukiefferiella brehmi gr."
"516","Gammarus sp."
"517","Hemerodromia sp."
"518","Hydropsyche bronta"
"519","Hydropsyche morosa"
"520","Isonychia bicolor"
"521","Leucrocuta sp."
"522","Macrostemum sp."
"523","Nanocladius (Plecopteracoluthus) downesi"
"524","Optioservus sp."
"525","Polypedilum flavum"
"526","Polypedilum illinoense"
"527","Psephenus herricki"
"528","Rheocricotopus robacki"
"529","Simulium tuberosum"
"530","Stenelmis crenata"
"531","Stenonema sp."
"532","Undetermined Ephemerellidae"
"533","Undetermined Lepidoptera"
"534","Undetermined Perlidae"
"535","Undetermined Turbellaria"
"536","Antocha sp."
"537","Baetis flavistriga"
"538","Baetis tricaudatus"
"539","Cardiocladius obscurus"
"540","Cheumatopsyche sp."
"541","Cricotopus sp."
"542","Cricotopus trifascia gr."
"543","Fossaria sp."
"544","Glossosoma sp."
"545","Hydropsyche betteni"
"546","Hydropsyche bronta"
"547","Hydropsyche sparna"
"548","Hydroptila sp."
"549","Orthocladius sp."
"550","Simulium sp."
"551","Tanytarsus glabrescens gr."
"552","Tanytarsus guerlus gr."
"553","Tvetenia bavarica gr."
"554","Undetermined Lumbricina"
"555","Undetermined Nemertea"
"556","Undetermined Orthocladiinae"
"557","Undetermined Turbellaria"
"558","Acerpenna pygmaea"
"559","Agnetina capitata"
"560","Antocha sp."
"561","Baetis flavistriga"
"562","Baetis intercalaris"
"563","Boyeria sp."
"564","Cricotopus sp."
"565","Dicranota sp."
"566","Haliplus sp."
"567","Hemerodromia sp."
"568","Hydropsyche bronta"
"569","Hydropsyche slossonae"
"570","Isonychia bicolor"
"571","Leuctra sp."
"572","Microtendipes pedellus gr."
"573","Neureclipsis sp."
"574","Optioservus fastiditus"
"575","Optioservus trivittatus"
"576","Paragnetina immarginata"
"577","Paraleptophlebia sp."
"578","Phaenopsectra dyari?"
"579","Physella sp."
"580","Polypedilum aviceps"
"581","Polypedilum fallax gr."
"582","Psephenus herricki"
"583","Serratella deficiens"
"584","Stenelmis crenata"
"585","Sublettea coffmani"
"586","Tanytarsus glabrescens gr."
"587","Thienemannimyia gr. spp."
"588","Undetermined Diptera"
"589","Undetermined Lymnaeidae"
"590","Undetermined Philopotamidae"
"591","Undetermined Polydesmida"
"592","Undetermined Turbellaria"
"593","Zavrelimyia sp."
"594","Acerpenna pygmaea"
"595","Antocha sp."
"596","Baetis flavistriga"
"597","Caenis sp."
"598","Chimarra aterrima?"
"599","Cricotopus bicinctus"
"600","Cricotopus tremulus gr."
"601","Cricotopus vierriensis"
"602","Dolophilodes sp."
"603","Hemerodromia sp."
"604","Hydropsyche slossonae"
"605","Hydropsyche sparna"
"606","Hydroptila sp."
"607","Microtendipes pedellus gr."
"608","Nilotanypus sp."
"609","Optioservus sp."
"610","Parametriocnemus sp."
"611","Physella sp."
"612","Polypedilum aviceps"
"613","Potthastia gaedii gr."
"614","Psephenus herricki"
"615","Rheocricotopus robacki"
"616","Stenacron interpunctatum"
"617","Stenelmis sp."
"618","Stenonema sp."
"619","Tanytarsus glabrescens gr."
"620","Tanytarsus guerlus gr."
"621","Thienemannimyia gr. spp."
"622","Tricorythodes sp."
"623","Undetermined Gomphidae"
"624","Undetermined Orthocladiinae"
"625","Ablabesmyia mallochi"
"626","Acerpenna macdunnoughi"
"627","Baetis sp."
"628","Caenis latipennis"
"629","Hemerodromia sp."
"630","Hexatoma sp."
"631","Hydropsyche morosa"
"632","Hydroptila sp."
"633","Isonychia bicolor"
"634","Leucrocuta sp."
"635","Micropsectra dives gr."
"636","Microtendipes pedellus gr."
"637","Neureclipsis sp."
"638","Oecetis sp."
"639","Polypedilum aviceps"
"640","Potthastia gaedii gr."
"641","Rheotanytarsus pellucidus"
"642","Stempellinella sp."
"643","Stenelmis sp."
"644","Stenonema terminatum"
"645","Sublettea coffmani"
"646","Tanytarsus glabrescens gr."
"647","Tanytarsus guerlus gr."
"648","Thienemannimyia gr. spp."
"649","Undetermined Tanypodinae"
"650","Undetermined Tanytarsini"
"651","Agnetina capitata"
"652","Antocha sp."
"653","Baetis flavistriga"
"654","Baetis intercalaris"
"655","Cheumatopsyche sp."
"656","Conchapelopia sp."
"657","Cricotopus bicinctus"
"658","Cricotopus tremulus gr."
"659","Cricotopus vierriensis"
"660","Dicranota sp."
"661","Dolophilodes sp."
"662","Hemerodromia sp."
"663","Hexatoma sp."
"664","Hydropsyche bronta"
"665","Hydropsyche sparna"
"666","Isonychia bicolor"
"667","Micropsectra dives gr."
"668","Microtendipes pedellus gr."
"669","Optioservus fastiditus"
"670","Orthocladius dubitatus"
"671","Paraleptophlebia sp."
"672","Parametriocnemus sp."
"673","Polypedilum aviceps"
"674","Rheocricotopus robacki"
"675","Rheotanytarsus pellucidus"
"676","Stenonema meririvulanum"
"677","Tanytarsus glabrescens gr."
"678","Tanytarsus guerlus gr."
"679","Undetermined Ceratopogonidae"
"680","Undetermined Polydesmida"
"681","Acroneuria abnormis"
"682","Atherix sp."
"683","Baetis flavistriga"
"684","Baetis intercalaris"
"685","Cheumatopsyche sp."
"686","Chimarra aterrima?"
"687","Chimarra socia"
"688","Epeorus vitreus"
"689","Hydropsyche morosa"
"690","Hydropsyche sparna"
"691","Leucrocuta sp."
"692","Microtendipes rydalensis gr."
"693","Nigronia serricornis"
"694","Paragnetina sp."
"695","Plauditus dubius"
"696","Polypedilum aviceps"
"697","Polypedilum flavum"
"698","Stenelmis sp."
"699","Thienemannimyia gr. spp."
"700","Tvetenia vitracies"
"701","Cambarus sp."
"702","Celina sp."
"703","Cheumatopsyche sp."
"704","Chimarra aterrima?"
"705","Cricotopus tremulus gr."
"706","Hydropsyche betteni"
"707","Micropsectra sp."
"708","Nigronia serricornis"
"709","Parametriocnemus sp."
"710","Polypedilum aviceps"
"711","Polypedilum flavum"
"712","Polypedilum illinoense"
"713","Psephenus herricki"
"714","Rheocricotopus robacki"
"715","Stenelmis crenata"
"716","Tanytarsus glabrescens gr."
"717","Thienemannimyia gr. spp."
"718","Undetermined Polydesmida"
"719","Undetermined Tanytarsini"
"720","Undetermined Turbellaria"
"721","Agnetina capitata"
"722","Agraylea sp."
"723","Antocha sp."
"724","Argia sp."
"725","Atherix sp."
"726","Caenis sp."
"727","Cheumatopsyche sp."
"728","Chimarra aterrima?"
"729","Helicopsyche borealis"
"730","Hemerodromia sp."
"731","Hexatoma sp."
"732","Hydropsyche bronta"
"733","Hydropsyche morosa"
"734","Hydropsyche slossonae"
"735","Hydropsyche sp."
"736","Isonychia bicolor"
"737","Leucrocuta sp."
"738","Micropsectra sp."
"739","Neoperla sp."
"740","Parametriocnemus sp."
"741","Polypedilum aviceps"
"742","Polypedilum sp."
"743","Psephenus herricki"
"744","Rheotanytarsus sp."
"745","Serratella deficiens"
"746","Stenelmis sp."
"747","Stenonema sp."
"748","Sublettea coffmani"
"749","Tanytarsus glabrescens gr."
"750","Tanytarsus guerlus gr."
"751","Thienemannimyia gr. spp."
"752","Tipula sp."
"753","Undetermined Turbellaria"
"754","Acerpenna macdunnoughi"
"755","Antocha sp."
"756","Baetis flavistriga"
"757","Baetis intercalaris"
"758","Baetis tricaudatus"
"759","Berosus sp."
"760","Cheumatopsyche sp."
"761","Chimarra aterrima?"
"762","Cricotopus bicinctus"
"763","Cricotopus sp."
"764","Cricotopus trifascia gr."
"765","Glossosoma sp."
"766","Hetaerina sp."
"767","Hydropsyche betteni"
"768","Hydropsyche bronta"
"769","Hydropsyche slossonae"
"770","Hydropsyche sparna"
"771","Hydroptila sp."
"772","Isonychia bicolor"
"773","Laccophilus sp."
"774","Leuctra sp."
"775","Micropsectra sp."
"776","Nilotanypus sp."
"777","Orthocladius dubitatus"
"778","Paratanytarsus sp."
"779","Polypedilum aviceps"
"780","Polypedilum flavum"
"781","Simulium sp."
"782","Stenelmis sp."
"783","Stenonema terminatum"
"784","Tanytarsus glabrescens gr."
"785","Thienemannimyia gr. spp."
"786","Tvetenia bavarica gr."
"787","Undetermined Ceratopogonidae"
"788","Undetermined Chloroperlidae"
"789","Acerpenna pygmaea"
"790","Antocha sp."
"791","Baetis flavistriga"
"792","Cheumatopsyche sp."
"793","Cricotopus bicinctus"
"794","Cricotopus tremulus gr."
"795","Dolophilodes sp."
"796","Hemerodromia sp."
"797","Hexatoma sp."
"798","Hydropsyche bronta"
"799","Hydropsyche slossonae"
"800","Hydropsyche sparna"
"801","Isonychia bicolor"
"802","Micropsectra dives gr."
"803","Microtendipes pedellus gr."
"804","Optioservus trivittatus"
"805","Parametriocnemus sp."
"806","Polypedilum aviceps"
"807","Psephenus herricki"
"808","Rheotanytarsus pellucidus"
"809","Stenelmis crenata"
"810","Stenonema sp."
"811","Tanytarsus guerlus gr."
"812","Tanytarsus sp."
"813","Thienemannimyia gr. spp."
"814","Tricorythodes sp."
"815","Undetermined Gomphidae"
"816","Undetermined Lumbricina"
"817","Cardiocladius obscurus"
"818","Cheumatopsyche sp."
"819","Cricotopus bicinctus"
"820","Cricotopus tremulus gr."
"821","Cricotopus trifascia gr."
"822","Hemerodromia sp."
"823","Hexatoma sp."
"824","Hydropsyche bronta"
"825","Hydropsyche morosa"
"826","Hydropsyche slossonae"
"827","Micropsectra sp."
"828","Orthocladius dubitatus"
"829","Orthocladius nr. robacki"
"830","Polypedilum aviceps"
"831","Polypedilum flavum"
"832","Rheotanytarsus sp."
"833","Simulium sp."
"834","Thienemannimyia gr. spp."
"835","Acerpenna pygmaea"
"836","Acroneuria carolinensis"
"837","Agnetina capitata"
"838","Atherix sp."
"839","Baetis flavistriga"
"840","Baetis intercalaris"
"841","Cheumatopsyche sp."
"842","Chimarra obscura"
"843","Conchapelopia sp."
"844","Dicranota sp."
"845","Hemerodromia sp."
"846","Hydropsyche betteni"
"847","Hydropsyche bronta"
"848","Hydropsyche slossonae"
"849","Leucrocuta sp."
"850","Optioservus fastiditus"
"851","Optioservus trivittatus"
"852","Parametriocnemus lundbecki"
"853","Polypedilum flavum"
"854","Polypedilum illinoense"
"855","Stempellinella sp. 1"
"856","Stenacron interpunctatum"
"857","Stenelmis crenata"
"858","Stenonema modestum"
"859","Sublettea coffmani"
"860","Tricorythodes sp."
"861","Ablabesmyia mallochi"
"862","Anthopotamus sp."
"863","Atherix sp."
"864","Baetis flavistriga"
"865","Cambarus sp."
"866","Cheumatopsyche sp."
"867","Chimarra aterrima?"
"868","Chimarra socia"
"869","Epeorus (Iron) sp."
"870","Gammarus sp."
"871","Hydropsyche bronta"
"872","Hydropsyche sparna"
"873","Isonychia bicolor"
"874","Leucrocuta sp."
"875","Nigronia serricornis"
"876","Optioservus trivittatus"
"877","Paragnetina media"
"878","Psephenus herricki"
"879","Rhyacophila formosa"
"880","Simulium tuberosum"
"881","Stenelmis crenata"
"882","Stenonema modestum"
"883","Acroneuria abnormis"
"884","Agnetina capitata"
"885","Atherix sp."
"886","Brachycentrus appalachia"
"887","Chimarra aterrima?"
"888","Diamesa sp."
"889","Epeorus (Iron) sp."
"890","Ephemera guttulata"
"891","Glossosoma sp."
"892","Hydropsyche morosa"
"893","Hydropsyche sparna"
"894","Isonychia bicolor"
"895","Leucrocuta sp."
"896","Nigronia serricornis"
"897","Optioservus trivittatus"
"898","Paragnetina immarginata"
"899","Paragnetina media"
"900","Parametriocnemus sp."
"901","Polypedilum aviceps"
"902","Psephenus herricki"
"903","Rhyacophila fuscula"
"904","Sialis sp."
"905","Stenelmis concinna"
"906","Stenelmis crenata"
"907","Stenonema terminatum"
"908","Acentrella sp."
"909","Acroneuria abnormis"
"910","Antocha sp."
"911","Atherix sp."
"912","Baetis intercalaris"
"913","Caenis sp."
"914","Cambarus sp."
"915","Chimarra aterrima?"
"916","Cricotopus bicinctus"
"917","Cricotopus vierriensis"
"918","Hydropsyche betteni"
"919","Hydropsyche bronta"
"920","Hydropsyche morosa"
"921","Isonychia bicolor"
"922","Nanocladius sp."
"923","Nigronia serricornis"
"924","Optioservus trivittatus"
"925","Orthocladius dubitatus"
"926","Paragnetina media"
"927","Polypedilum flavum"
"928","Psephenus herricki"
"929","Stenelmis crenata"
"930","Stenonema terminatum"
"931","Cheumatopsyche sp."
"932","Diamesa sp."
"933","Dolophilodes sp."
"934","Gammarus sp."
"935","Goera sp."
"936","Optioservus ovalis"
"937","Parachaetocladius sp."
"938","Rhyacophila sp."
"939","Tipula sp."
"940","Tvetenia bavarica gr."
"941","Undetermined Ceratopogonidae"
"942","Undetermined Lumbricina"
"943","Acroneuria abnormis"
"944","Antocha sp."
"945","Atherix sp."
"946","Cheumatopsyche sp."
"947","Diamesa sp."
"948","Dicranota sp."
"949","Eukiefferiella claripennis gr."
"950","Ferrissia sp."
"951","Gammarus sp."
"952","Hydropsyche betteni"
